date,ntot,nNO,nSE,nFI
19580607,1817,599,196,6
19580608,1816,599,196,6
19580609,1817,599,196,6
19580610,1811,599,196,6
19580611,1817,599,196,6
19580612,1818,599,196,6
19580613,1818,599,196,6
19580614,1819,599,196,6
19580615,1818,599,195,6
19580616,1817,599,195,6
19580617,1816,599,196,6
19580618,1819,599,196,6
19580619,1818,599,195,6
19580620,1815,599,195,6
19580621,1816,599,194,6
19580622,1814,599,194,6
19580623,1814,599,194,6
19580624,1816,599,195,6
19580625,1815,599,196,6
19580626,1816,599,196,6
19580627,1812,599,195,6
19580628,1813,599,195,6
19580629,1814,599,194,6
19580630,1811,599,194,6
19580701,1808,598,190,6
19580702,1816,601,192,6
19580703,1816,601,193,6
19580704,1816,601,194,6
19580705,1815,601,192,6
19580706,1813,601,190,6
19580707,1810,601,191,6
19580708,1814,601,193,6
19580709,1812,601,192,6
19580710,1815,601,195,6
19580711,1817,601,194,6
19580712,1817,601,194,6
19580713,1813,601,192,6
19580714,1817,601,194,6
19580715,1815,601,195,6
19580716,1816,601,195,6
19580717,1815,602,194,6
19580718,1818,602,194,6
19580719,1818,602,195,6
19580720,1812,602,191,6
19580721,1819,602,194,6
19580722,1814,602,194,6
19580723,1818,602,195,6
19580724,1815,602,196,6
19580725,1814,602,195,6
19580726,1817,602,194,6
19580727,1815,602,193,6
19580728,1813,602,193,6
19580729,1813,602,193,6
19580730,1811,602,192,6
19580731,1811,602,193,6
19580801,1807,601,189,6
19580802,1818,604,194,6
19580803,1819,604,194,6
19580804,1820,604,194,6
19580805,1818,604,194,6
19580806,1818,604,194,6
19580807,1819,604,194,6
19580808,1819,604,195,6
19580809,1821,604,195,6
19580810,1819,604,194,6
19580811,1820,604,194,6
19580812,1818,604,195,6
19580813,1820,604,196,6
19580814,1822,604,196,6
19580815,1823,604,195,6
19580816,1822,604,196,6
19580817,1820,604,193,6
19580818,1821,604,193,6
19580819,1820,604,194,6
19580820,1820,604,194,6
19580821,1821,604,194,6
19580822,1816,604,193,6
19580823,1821,604,195,6
19580824,1817,604,191,6
19580825,1816,604,192,6
19580826,1823,604,195,6
19580827,1820,604,195,6
19580828,1822,604,195,6
19580829,1822,604,196,6
19580830,1819,604,193,6
19580831,1822,604,195,6
19580901,1814,601,193,6
19580902,1817,602,198,5
19580903,1822,602,198,5
19580904,1819,602,197,5
19580905,1818,602,197,5
19580906,1820,602,197,5
19580907,1820,602,197,5
19580908,1819,602,197,5
19580909,1821,602,198,5
19580910,1821,602,198,5
19580911,1820,602,198,5
19580912,1820,602,198,5
19580913,1821,602,198,5
19580914,1822,602,197,5
19580915,1820,602,198,5
19580916,1823,602,198,5
19580917,1819,602,198,5
19580918,1819,602,197,5
19580919,1820,602,197,5
19580920,1818,602,198,5
19580921,1820,602,197,5
19580922,1822,602,198,5
19580923,1821,602,198,5
19580924,1823,602,198,5
19580925,1824,602,198,5
19580926,1821,602,198,5
19580927,1821,602,198,5
19580928,1820,602,196,5
19580929,1823,602,198,5
19580930,1821,602,198,5
19581001,1818,599,197,5
19581002,1814,601,195,5
19581003,1813,601,195,5
19581004,1811,601,194,5
19581005,1812,601,195,5
19581006,1815,601,194,5
19581007,1816,601,196,5
19581008,1817,601,196,5
19581009,1816,601,197,5
19581010,1816,601,196,5
19581011,1817,601,197,5
19581012,1813,601,194,5
19581013,1813,601,195,5
19581014,1814,601,196,5
19581015,1815,601,196,5
19581016,1815,601,195,5
19581017,1817,601,196,5
19581018,1816,601,195,5
19581019,1814,601,194,5
19581020,1814,601,195,5
19581021,1815,601,194,5
19581022,1817,601,196,5
19581023,1815,601,196,5
19581024,1814,601,194,5
19581025,1814,601,196,5
19581026,1810,601,194,5
19581027,1815,601,196,5
19581028,1816,601,196,5
19581029,1817,601,196,5
19581030,1816,601,195,5
19581031,1816,601,195,5
19581101,1815,602,193,5
19581102,1818,604,194,6
19581103,1819,604,193,6
19581104,1823,604,195,6
19581105,1819,604,196,6
19581106,1821,604,196,6
19581107,1819,604,196,6
19581108,1820,604,196,6
19581109,1818,604,194,6
19581110,1821,604,195,6
19581111,1820,604,195,6
19581112,1818,604,194,6
19581113,1819,604,196,6
19581114,1821,604,196,6
19581115,1821,604,196,6
19581116,1822,604,195,6
19581117,1821,604,196,6
19581118,1818,604,196,6
19581119,1821,604,196,6
19581120,1821,604,196,6
19581121,1818,604,195,6
19581122,1819,604,196,6
19581123,1821,604,195,6
19581124,1821,604,195,6
19581125,1819,604,195,6
19581126,1820,604,196,6
19581127,1823,604,196,6
19581128,1820,604,196,6
19581129,1822,604,196,6
19581130,1820,604,195,6
19581201,1819,603,195,6
19581202,1818,604,197,6
19581203,1823,604,197,6
19581204,1822,604,197,6
19581205,1820,604,197,6
19581206,1823,604,197,6
19581207,1819,604,195,6
19581208,1824,604,196,6
19581209,1821,604,197,6
19581210,1816,604,196,6
19581211,1822,604,196,6
19581212,1823,604,197,6
19581213,1823,604,196,6
19581214,1816,604,193,6
19581215,1815,604,193,6
19581216,1819,604,195,6
19581217,1821,604,196,6
19581218,1822,604,196,6
19581219,1822,604,196,6
19581220,1820,604,194,6
19581221,1821,604,193,6
19581222,1822,604,195,6
19581223,1820,604,195,6
19581224,1816,604,192,6
19581225,1816,604,192,6
19581226,1815,604,193,6
19581227,1818,604,191,6
19581228,1817,604,193,6
19581229,1818,604,192,6
19581230,1823,604,196,6
19581231,1819,604,193,6
19590101,1821,608,192,6
19590102,1964,609,195,120
19590103,1966,609,195,120
19590104,1966,609,194,119
19590105,1966,609,193,119
19590106,1963,609,192,120
19590107,1967,609,194,120
19590108,1962,609,195,120
19590109,1968,609,195,120
19590110,1968,609,195,120
19590111,1961,609,192,120
19590112,1964,609,193,119
19590113,1969,609,194,120
19590114,1973,609,195,120
19590115,1969,609,195,120
19590116,1968,609,193,119
19590117,1970,609,195,119
19590118,1969,609,193,120
19590119,1969,609,194,119
19590120,1969,609,195,120
19590121,1970,609,195,120
19590122,1969,609,194,120
19590123,1969,609,195,120
19590124,1968,609,194,120
19590125,1967,609,192,120
19590126,1968,609,193,119
19590127,1971,609,195,120
19590128,1968,609,195,119
19590129,1971,609,195,119
19590130,1968,609,195,120
19590131,1971,609,195,120
19590201,1970,608,193,119
19590202,1971,610,196,119
19590203,1968,610,196,119
19590204,1965,610,196,119
19590205,1968,610,196,119
19590206,1969,610,196,119
19590207,1969,610,196,119
19590208,1969,610,195,119
19590209,1972,610,195,120
19590210,1971,610,196,119
19590211,1969,610,196,120
19590212,1973,610,196,120
19590213,1969,610,195,119
19590214,1967,610,196,119
19590215,1971,610,194,120
19590216,1971,610,195,119
19590217,1969,610,196,119
19590218,1968,610,195,120
19590219,1969,610,195,119
19590220,1971,610,196,119
19590221,1971,610,196,120
19590222,1969,610,195,120
19590223,1970,610,196,118
19590224,1968,610,196,120
19590225,1969,610,196,120
19590226,1970,610,196,120
19590227,1969,610,196,119
19590228,1968,610,196,119
19590301,1968,609,196,119
19590302,1970,610,196,119
19590303,1968,610,197,119
19590304,1971,610,196,120
19590305,1971,610,196,119
19590306,1972,610,196,120
19590307,1975,610,197,120
19590308,1971,610,194,120
19590309,1969,610,195,119
19590310,1971,610,196,119
19590311,1970,610,196,119
19590312,1971,610,196,119
19590313,1967,610,196,119
19590314,1968,610,195,119
19590315,1968,610,193,119
19590316,1969,610,196,118
19590317,1969,610,196,119
19590318,1970,610,196,119
19590319,1971,610,196,119
19590320,1971,610,196,119
19590321,1971,610,196,119
19590322,1969,610,194,119
19590323,1973,610,196,119
19590324,1974,610,196,120
19590325,1970,610,195,119
19590326,1972,610,195,119
19590327,1968,610,192,120
19590328,1972,610,194,120
19590329,1968,610,194,118
19590330,1967,610,194,119
19590331,1969,610,195,119
19590401,1970,611,195,119
19590402,1973,612,197,120
19590403,1974,612,197,119
19590404,1972,612,197,119
19590405,1976,612,196,119
19590406,1977,612,197,119
19590407,1977,612,197,119
19590408,1974,612,197,120
19590409,1974,612,197,120
19590410,1973,612,197,120
19590411,1973,612,197,120
19590412,1973,612,194,119
19590413,1974,612,195,119
19590414,1974,612,197,119
19590415,1975,612,197,119
19590416,1973,612,197,119
19590417,1972,612,196,119
19590418,1974,612,197,119
19590419,1973,612,196,119
19590420,1971,612,197,119
19590421,1971,612,197,119
19590422,1974,612,196,120
19590423,1972,612,197,119
19590424,1974,612,197,119
19590425,1971,612,197,119
19590426,1970,612,196,119
19590427,1975,612,198,119
19590428,1977,612,198,119
19590429,1974,612,197,119
19590430,1972,612,198,119
19590501,1971,611,195,119
19590502,1971,612,197,119
19590503,1972,612,198,119
19590504,1974,612,198,120
19590505,1977,612,199,120
19590506,1978,612,199,120
19590507,1975,612,199,119
19590508,1973,612,199,119
19590509,1978,612,199,119
19590510,1975,612,197,119
19590511,1978,612,199,119
19590512,1977,612,199,119
19590513,1975,612,198,119
19590514,1976,612,199,119
19590515,1977,612,199,119
19590516,1978,612,199,120
19590517,1972,612,198,119
19590518,1973,612,198,119
19590519,1975,612,199,119
19590520,1973,612,199,119
19590521,1976,612,198,119
19590522,1977,612,200,119
19590523,1976,612,199,119
19590524,1974,612,198,119
19590525,1975,612,200,119
19590526,1979,612,200,120
19590527,1979,612,200,120
19590528,1977,612,199,119
19590529,1978,612,199,119
19590530,1978,612,200,119
19590531,1978,612,198,120
19590601,1975,613,198,119
19590602,1981,616,200,119
19590603,1983,616,200,120
19590604,1978,616,200,119
19590605,1980,616,198,119
19590606,1978,616,197,119
19590607,1977,616,196,120
19590608,1979,616,198,119
19590609,1981,616,198,119
19590610,1980,616,198,120
19590611,1980,616,198,119
19590612,1980,616,198,119
19590613,1981,616,199,119
19590614,1980,616,198,119
19590615,1981,616,199,119
19590616,1979,616,200,119
19590617,1985,616,200,120
19590618,1982,616,200,119
19590619,1983,616,200,119
19590620,1979,616,198,119
19590621,1979,616,197,119
19590622,1982,616,200,119
19590623,1982,616,199,119
19590624,1981,616,199,119
19590625,1981,616,200,119
19590626,1983,616,200,119
19590627,1982,616,200,120
19590628,1975,616,197,119
19590629,1982,616,200,120
19590630,1981,616,199,120
19590701,1974,614,196,119
19590702,2038,615,196,120
19590703,2049,615,197,120
19590704,2048,615,197,120
19590705,2043,615,196,119
19590706,2051,615,197,119
19590707,2052,615,197,119
19590708,2048,615,195,119
19590709,2049,615,195,119
19590710,2050,615,196,119
19590711,2050,615,196,119
19590712,2046,615,195,119
19590713,2049,615,196,119
19590714,2049,615,197,120
19590715,2046,615,197,119
19590716,2050,615,197,119
19590717,2053,615,197,119
19590718,2048,615,195,119
19590719,2044,615,194,119
19590720,2046,615,196,119
19590721,2048,615,197,119
19590722,2045,615,197,119
19590723,2048,615,197,119
19590724,2050,615,197,119
19590725,2048,615,197,119
19590726,2046,615,196,119
19590727,2047,615,197,119
19590728,2046,615,195,119
19590729,2043,615,197,119
19590730,2041,615,196,119
19590731,2041,615,196,119
19590801,2041,616,194,119
19590802,2042,617,195,118
19590803,2050,617,198,119
19590804,2053,617,198,118
19590805,2053,617,198,118
19590806,2052,617,197,118
19590807,2048,617,197,118
19590808,2053,617,198,118
19590809,2054,617,196,118
19590810,2054,617,197,118
19590811,2054,617,198,118
19590812,2056,617,198,118
19590813,2053,617,198,118
19590814,2055,617,198,118
19590815,2052,617,197,118
19590816,2051,617,196,118
19590817,2054,617,198,118
19590818,2056,617,198,118
19590819,2056,617,198,118
19590820,2055,617,198,118
19590821,2053,617,195,118
19590822,2053,617,196,118
19590823,2055,617,196,118
19590824,2052,617,196,118
19590825,2054,617,197,119
19590826,2050,617,197,119
19590827,2057,617,198,118
19590828,2055,617,198,119
19590829,2055,617,198,119
19590830,2053,617,195,119
19590831,2054,617,197,119
19590901,2054,618,196,118
19590902,2060,620,199,119
19590903,2059,620,199,119
19590904,2056,620,199,119
19590905,2061,620,199,119
19590906,2058,620,197,119
19590907,2057,620,199,119
19590908,2060,620,199,119
19590909,2055,620,199,119
19590910,2060,620,199,119
19590911,2056,620,198,119
19590912,2061,620,199,119
19590913,2055,620,197,120
19590914,2050,620,195,119
19590915,2056,620,197,119
19590916,2059,620,199,119
19590917,2053,620,199,119
19590918,2057,620,199,119
19590919,2055,620,199,119
19590920,2056,620,198,120
19590921,2057,620,199,119
19590922,2057,620,199,120
19590923,2057,620,199,119
19590924,2058,620,199,119
19590925,2057,620,199,119
19590926,2059,620,199,119
19590927,2057,620,196,119
19590928,2060,620,198,119
19590929,2058,620,199,119
19590930,2054,620,199,119
19591001,2051,618,198,119
19591002,2059,619,202,119
19591003,2062,619,202,119
19591004,2062,619,200,119
19591005,2064,619,201,119
19591006,2060,619,202,119
19591007,2060,619,202,119
19591008,2063,619,202,119
19591009,2062,619,200,119
19591010,2064,619,201,120
19591011,2062,619,200,120
19591012,2061,619,202,119
19591013,2059,619,201,119
19591014,2066,619,202,119
19591015,2060,619,202,119
19591016,2061,619,202,119
19591017,2061,619,202,119
19591018,2059,619,199,119
19591019,2056,619,199,119
19591020,2061,619,202,119
19591021,2062,619,202,120
19591022,2062,619,202,120
19591023,2059,619,202,120
19591024,2061,619,201,119
19591025,2054,619,198,120
19591026,2055,619,199,120
19591027,2060,619,200,120
19591028,2058,619,199,119
19591029,2061,619,200,119
19591030,2058,619,201,119
19591031,2057,619,199,120
19591101,2053,617,199,120
19591102,2057,618,202,119
19591103,2061,618,203,119
19591104,2062,618,203,119
19591105,2061,618,203,120
19591106,2060,618,203,119
19591107,2061,618,203,120
19591108,2066,618,202,120
19591109,2062,618,203,120
19591110,2063,618,202,120
19591111,2059,618,203,119
19591112,2062,618,203,120
19591113,2053,618,203,119
19591114,2056,618,203,119
19591115,2059,618,202,119
19591116,2061,618,203,119
19591117,2059,618,203,120
19591118,2063,618,203,120
19591119,2063,618,203,119
19591120,2059,618,202,119
19591121,2058,618,202,119
19591122,2064,618,202,119
19591123,2065,618,203,120
19591124,2062,618,203,120
19591125,2063,618,203,119
19591126,2063,618,203,119
19591127,2060,618,202,120
19591128,2062,618,202,119
19591129,2057,618,201,120
19591130,2062,618,203,120
19591201,2056,615,202,120
19591202,2050,616,202,119
19591203,2053,616,202,118
19591204,2059,616,201,119
19591205,2052,616,201,120
19591206,2045,616,197,120
19591207,2050,616,200,120
19591208,2052,616,202,120
19591209,2057,616,202,120
19591210,2060,616,202,120
19591211,2057,616,202,119
19591212,2056,616,202,119
19591213,2056,616,201,119
19591214,2058,616,202,119
19591215,2055,616,202,118
19591216,2053,616,201,119
19591217,2058,616,200,119
19591218,2051,616,201,119
19591219,2054,616,201,120
19591220,2055,616,199,120
19591221,2059,616,201,120
19591222,2057,616,201,120
19591223,2057,616,202,120
19591224,2047,616,198,120
19591225,2049,616,197,119
19591226,2054,616,197,120
19591227,2049,616,198,120
19591228,2054,616,199,120
19591229,2047,616,201,119
19591230,2047,616,202,120
19591231,2047,616,200,119
19600101,2040,615,196,119
19600102,2048,618,197,122
19600103,2058,618,197,122
19600104,2059,618,198,122
19600105,2061,618,198,122
19600106,2057,618,195,122
19600107,2060,618,196,122
19600108,2063,618,198,122
19600109,2062,618,197,122
19600110,2058,618,196,122
19600111,2059,618,196,122
19600112,2066,618,199,122
19600113,2062,618,199,122
19600114,2061,618,199,122
19600115,2064,618,199,122
19600116,2058,618,198,122
19600117,2061,618,196,122
19600118,2065,618,198,122
19600119,2061,618,198,122
19600120,2058,618,199,122
19600121,2054,618,199,122
19600122,2063,618,199,122
19600123,2064,618,199,122
19600124,2058,618,195,122
19600125,2063,618,196,122
19600126,2068,618,199,122
19600127,2064,618,199,122
19600128,2062,618,199,122
19600129,2064,618,199,122
19600130,2062,618,199,122
19600131,2063,618,199,122
19600201,2057,615,199,122
19600202,2059,616,201,123
19600203,2056,616,200,123
19600204,2057,616,200,123
19600205,2058,616,200,123
19600206,2055,616,200,123
19600207,2056,616,198,123
19600208,2057,616,200,123
19600209,2057,616,200,123
19600210,2055,616,200,123
19600211,2053,616,199,123
19600212,2054,616,200,123
19600213,2055,616,200,123
19600214,2052,616,198,123
19600215,2061,616,200,123
19600216,2054,616,201,123
19600217,2054,616,198,123
19600218,2056,616,199,123
19600219,2056,616,200,123
19600220,2058,616,200,123
19600221,2051,616,197,123
19600222,2055,616,199,123
19600223,2056,616,200,123
19600224,2057,616,200,123
19600225,2054,616,200,123
19600226,2058,616,200,123
19600227,2059,616,201,123
19600228,2051,616,198,123
19600229,2051,616,199,123
19600301,2051,615,200,123
19600302,2063,615,201,123
19600303,2064,615,201,123
19600304,2067,615,201,123
19600305,2067,615,201,123
19600306,2065,615,200,123
19600307,2062,615,201,123
19600308,2061,615,201,123
19600309,2061,615,201,123
19600310,2065,615,201,123
19600311,2065,615,201,123
19600312,2060,615,201,123
19600313,2060,615,200,123
19600314,2066,615,201,123
19600315,2062,615,201,123
19600316,2064,615,201,123
19600317,2062,615,201,123
19600318,2065,615,201,123
19600319,2065,615,201,123
19600320,2063,615,200,123
19600321,2064,615,201,123
19600322,2062,615,201,123
19600323,2062,615,201,123
19600324,2065,615,201,123
19600325,2067,615,201,123
19600326,2065,615,201,122
19600327,2064,615,200,123
19600328,2066,615,201,123
19600329,2063,615,201,123
19600330,2068,615,201,123
19600331,2063,615,200,123
19600401,2061,616,199,123
19600402,2054,617,200,124
19600403,2057,617,200,124
19600404,2064,617,201,124
19600405,2062,617,201,124
19600406,2062,617,200,124
19600407,2060,617,200,124
19600408,2061,617,201,124
19600409,2062,617,200,124
19600410,2058,617,200,124
19600411,2056,617,201,124
19600412,2056,617,201,123
19600413,2061,617,200,124
19600414,2054,617,199,124
19600415,2056,617,197,124
19600416,2053,617,200,124
19600417,2054,617,200,124
19600418,2051,617,199,124
19600419,2060,617,201,124
19600420,2055,617,201,124
19600421,2057,617,201,124
19600422,2059,617,200,124
19600423,2056,617,199,124
19600424,2059,617,198,124
19600425,2060,617,199,124
19600426,2061,617,199,124
19600427,2057,617,201,124
19600428,2059,617,201,124
19600429,2061,617,201,124
19600430,2056,617,201,124
19600501,2057,617,200,124
19600502,2063,618,202,123
19600503,2061,618,202,123
19600504,2065,618,201,123
19600505,2065,618,200,123
19600506,2065,618,201,123
19600507,2063,618,200,123
19600508,2064,618,200,123
19600509,2064,618,201,123
19600510,2064,618,201,123
19600511,2063,618,201,123
19600512,2063,618,200,123
19600513,2065,618,201,123
19600514,2063,618,201,123
19600515,2061,618,199,123
19600516,2061,618,200,123
19600517,2060,617,201,123
19600518,2060,617,201,123
19600519,2061,618,201,123
19600520,2062,618,200,123
19600521,2064,618,201,123
19600522,2064,618,200,123
19600523,2068,618,201,123
19600524,2066,618,202,123
19600525,2060,618,201,123
19600526,2058,618,200,123
19600527,2065,618,201,123
19600528,2060,618,200,123
19600529,2065,618,199,123
19600530,2061,618,200,123
19600531,2065,618,201,123
19600601,2063,616,202,123
19600602,2065,617,202,124
19600603,2065,617,202,124
19600604,2063,617,201,124
19600605,2062,617,201,124
19600606,2064,617,200,124
19600607,2068,617,201,124
19600608,2069,617,202,124
19600609,2068,617,201,124
19600610,2066,617,201,124
19600611,2068,617,200,124
19600612,2067,617,200,124
19600613,2065,617,201,124
19600614,2068,617,201,124
19600615,2068,617,202,124
19600616,2068,617,202,124
19600617,2067,617,202,124
19600618,2063,617,202,124
19600619,2064,617,200,124
19600620,2066,617,201,124
19600621,2064,617,202,124
19600622,2066,617,202,124
19600623,2069,617,202,124
19600624,2063,617,200,124
19600625,2061,617,197,124
19600626,2060,617,198,124
19600627,2064,617,198,124
19600628,2069,617,202,124
19600629,2065,617,201,124
19600630,2064,617,201,124
19600701,2049,613,189,124
19600702,2056,614,191,123
19600703,2052,614,190,123
19600704,2058,614,191,123
19600705,2057,614,192,123
19600706,2053,614,192,123
19600707,2054,614,191,123
19600708,2057,614,192,123
19600709,2055,614,191,123
19600710,2052,614,190,123
19600711,2050,614,189,123
19600712,2053,614,190,123
19600713,2053,614,191,123
19600714,2055,614,191,123
19600715,2058,614,191,123
19600716,2055,614,191,123
19600717,2053,614,190,123
19600718,2054,614,191,123
19600719,2056,614,190,123
19600720,2052,614,191,123
19600721,2050,614,190,122
19600722,2055,614,189,123
19600723,2047,614,190,123
19600724,2050,614,189,123
19600725,2058,614,191,123
19600726,2053,614,190,123
19600727,2055,614,191,123
19600728,2052,614,191,123
19600729,2049,614,192,123
19600730,2054,614,192,123
19600731,2053,614,192,123
19600801,2051,615,190,123
19600802,2057,618,195,123
19600803,2060,618,195,124
19600804,2061,618,195,124
19600805,2066,618,195,124
19600806,2058,618,192,124
19600807,2063,618,193,124
19600808,2062,618,194,124
19600809,2061,618,195,124
19600810,2066,618,195,124
19600811,2068,618,195,124
19600812,2065,618,195,124
19600813,2064,618,194,124
19600814,2060,618,193,124
19600815,2062,618,194,124
19600816,2064,618,194,124
19600817,2062,618,195,124
19600818,2064,618,195,124
19600819,2067,618,195,124
19600820,2067,618,194,124
19600821,2065,618,193,124
19600822,2062,618,194,124
19600823,2066,618,195,124
19600824,2062,618,195,124
19600825,2068,618,195,124
19600826,2065,618,195,124
19600827,2067,618,194,124
19600828,2062,618,193,124
19600829,2058,618,194,124
19600830,2064,618,194,124
19600831,2065,618,194,124
19600901,2063,618,194,124
19600902,2062,620,196,124
19600903,2065,620,195,124
19600904,2061,620,194,124
19600905,2064,620,195,124
19600906,2065,620,196,124
19600907,2063,620,196,124
19600908,2064,620,196,124
19600909,2065,620,196,124
19600910,2065,620,195,124
19600911,2063,620,195,124
19600912,2065,620,196,124
19600913,2065,620,195,124
19600914,2066,620,195,124
19600915,2061,620,195,124
19600916,2061,620,195,124
19600917,2065,620,196,124
19600918,2063,620,195,124
19600919,2067,620,196,124
19600920,2061,620,196,124
19600921,2065,620,196,124
19600922,2062,620,196,124
19600923,2063,620,196,124
19600924,2065,620,196,124
19600925,2063,620,194,124
19600926,2063,620,196,124
19600927,2065,620,196,124
19600928,2063,620,196,124
19600929,2065,620,196,124
19600930,2068,620,195,124
19601001,2059,617,196,124
19601002,2061,618,194,124
19601003,2061,618,194,124
19601004,2061,618,195,124
19601005,2059,618,195,124
19601006,2064,618,196,124
19601007,2061,618,196,124
19601008,2059,618,195,124
19601009,2060,618,193,124
19601010,2057,618,194,124
19601011,2058,618,193,124
19601012,2061,618,194,124
19601013,2063,618,195,124
19601014,2058,618,195,124
19601015,2060,618,195,124
19601016,2059,618,194,124
19601017,2062,618,194,124
19601018,2059,618,196,124
19601019,2059,618,196,124
19601020,2058,618,195,124
19601021,2059,618,195,124
19601022,2060,618,194,124
19601023,2055,618,191,124
19601024,2058,618,193,124
19601025,2055,618,194,124
19601026,2050,618,193,124
19601027,2054,618,193,124
19601028,2058,618,194,124
19601029,2054,618,194,124
19601030,2055,618,193,124
19601031,2058,618,195,124
19601101,2051,616,194,124
19601102,2064,617,197,123
19601103,2059,617,195,123
19601104,2063,617,196,123
19601105,2060,617,194,123
19601106,2058,617,194,123
19601107,2065,617,195,123
19601108,2058,617,197,123
19601109,2060,617,197,123
19601110,2065,617,196,123
19601111,2061,617,197,123
19601112,2061,617,197,123
19601113,2060,617,194,123
19601114,2062,617,195,123
19601115,2066,617,197,123
19601116,2062,617,197,123
19601117,2060,617,195,123
19601118,2060,617,195,123
19601119,2061,617,197,123
19601120,2058,617,194,123
19601121,2061,617,195,123
19601122,2062,617,197,123
19601123,2066,617,197,123
19601124,2064,617,198,123
19601125,2063,617,198,123
19601126,2062,617,198,123
19601127,2056,617,196,123
19601128,2056,617,197,123
19601129,2061,617,197,123
19601130,2061,617,197,123
19601201,2057,614,198,123
19601202,2058,615,198,124
19601203,2058,615,196,124
19601204,2060,615,196,124
19601205,2062,615,197,124
19601206,2061,615,196,124
19601207,2059,615,194,124
19601208,2058,615,194,124
19601209,2058,615,196,124
19601210,2061,615,196,124
19601211,2062,615,194,124
19601212,2062,615,196,124
19601213,2060,615,196,124
19601214,2060,615,196,124
19601215,2058,615,198,124
19601216,2062,615,198,124
19601217,2063,615,197,124
19601218,2059,615,192,124
19601219,2062,615,197,124
19601220,2060,615,198,124
19601221,2062,615,198,124
19601222,2056,615,196,124
19601223,2062,615,197,124
19601224,2057,615,193,124
19601225,2053,615,191,124
19601226,2054,615,193,124
19601227,2061,615,195,124
19601228,2062,615,197,124
19601229,2061,615,197,124
19601230,2059,615,197,124
19601231,2053,615,195,124
19610101,2058,620,188,124
19610102,2568,623,644,144
19610103,2563,623,644,144
19610104,2570,623,644,144
19610105,2570,623,644,144
19610106,2563,623,643,144
19610107,2565,623,643,144
19610108,2568,623,643,144
19610109,2566,623,643,144
19610110,2568,623,644,144
19610111,2565,623,644,144
19610112,2569,623,644,144
19610113,2565,623,644,144
19610114,2565,623,644,144
19610115,2566,623,644,144
19610116,2568,623,644,144
19610117,2566,623,644,144
19610118,2570,623,644,144
19610119,2572,623,644,144
19610120,2568,623,644,144
19610121,2570,623,643,144
19610122,2567,623,643,144
19610123,2567,623,643,144
19610124,2566,623,644,144
19610125,2566,623,644,144
19610126,2573,623,644,144
19610127,2575,623,644,144
19610128,2568,623,643,144
19610129,2567,623,643,144
19610130,2569,623,643,144
19610131,2567,623,644,144
19610201,2570,622,644,144
19610202,2570,623,644,144
19610203,2573,623,644,144
19610204,2570,623,643,144
19610205,2571,623,643,144
19610206,2570,623,643,144
19610207,2570,623,644,144
19610208,2569,623,644,144
19610209,2573,623,644,144
19610210,2572,623,644,144
19610211,2571,623,643,144
19610212,2570,623,643,144
19610213,2572,623,643,144
19610214,2572,623,644,144
19610215,2572,623,644,144
19610216,2575,623,644,144
19610217,2573,623,644,144
19610218,2576,623,644,144
19610219,2570,623,644,144
19610220,2572,623,644,144
19610221,2570,623,644,144
19610222,2571,623,644,144
19610223,2571,623,644,144
19610224,2568,623,644,144
19610225,2569,623,643,144
19610226,2572,623,643,144
19610227,2574,623,643,144
19610228,2575,623,644,144
19610301,2569,622,644,144
19610302,2576,623,650,144
19610303,2579,623,650,143
19610304,2574,623,650,143
19610305,2580,623,650,143
19610306,2574,623,650,143
19610307,2578,623,650,143
19610308,2576,623,650,143
19610309,2578,623,650,143
19610310,2576,623,650,143
19610311,2575,623,649,143
19610312,2579,623,649,143
19610313,2576,623,649,143
19610314,2574,623,650,143
19610315,2579,623,650,143
19610316,2577,623,650,143
19610317,2576,623,650,143
19610318,2573,623,649,143
19610319,2573,623,649,143
19610320,2575,623,649,143
19610321,2573,623,650,143
19610322,2576,623,650,143
19610323,2575,623,650,143
19610324,2573,623,650,143
19610325,2576,623,649,143
19610326,2578,623,649,143
19610327,2577,623,649,143
19610328,2578,623,650,143
19610329,2578,623,650,143
19610330,2574,623,649,143
19610331,2576,623,650,143
19610401,2574,622,650,143
19610402,2574,623,646,144
19610403,2576,623,645,144
19610404,2574,623,645,144
19610405,2573,623,646,144
19610406,2575,623,647,144
19610407,2576,623,647,144
19610408,2572,623,647,144
19610409,2575,623,647,144
19610410,2579,623,647,144
19610411,2575,623,647,144
19610412,2573,623,647,144
19610413,2581,623,647,144
19610414,2578,623,647,144
19610415,2574,623,647,144
19610416,2578,623,647,144
19610417,2573,623,647,144
19610418,2577,623,647,144
19610419,2577,623,647,144
19610420,2576,623,647,144
19610421,2573,623,647,144
19610422,2577,623,647,144
19610423,2577,623,647,144
19610424,2576,623,647,144
19610425,2578,623,647,144
19610426,2577,623,647,144
19610427,2571,623,647,144
19610428,2573,623,647,144
19610429,2571,623,647,144
19610430,2574,623,647,144
19610501,2576,622,647,144
19610502,2575,623,649,144
19610503,2576,623,649,144
19610504,2578,623,649,144
19610505,2581,623,649,144
19610506,2581,623,649,144
19610507,2576,623,649,144
19610508,2580,623,649,144
19610509,2581,623,649,144
19610510,2580,623,649,144
19610511,2579,623,649,144
19610512,2580,623,649,144
19610513,2578,623,649,144
19610514,2579,623,649,144
19610515,2578,623,649,144
19610516,2581,623,649,144
