date,ntot,nNO,nSE,nFI
19500809,868,195,77,2
19500810,870,195,77,2
19500811,872,195,77,2
19500812,872,195,77,2
19500813,871,195,76,2
19500814,871,196,76,2
19500815,866,196,77,2
19500816,873,196,77,2
19500817,870,196,77,2
19500818,873,196,77,2
19500819,872,196,77,2
19500820,867,196,76,2
19500821,873,196,76,2
19500822,869,196,77,2
19500823,873,196,77,2
19500824,867,196,77,2
19500825,873,196,77,2
19500826,873,196,77,2
19500827,868,196,76,2
19500828,870,196,76,2
19500829,872,196,78,2
19500830,870,196,77,2
19500831,870,196,77,2
19500901,868,196,77,2
19500902,874,196,79,2
19500903,871,196,78,2
19500904,872,196,78,2
19500905,874,196,79,2
19500906,873,196,79,2
19500907,872,196,79,2
19500908,873,196,79,2
19500909,874,196,79,2
19500910,870,196,78,2
19500911,871,196,78,2
19500912,870,196,79,2
19500913,874,196,79,2
19500914,871,196,79,2
19500915,874,196,79,2
19500916,872,196,79,2
19500917,872,196,78,2
19500918,874,196,78,2
19500919,873,196,79,2
19500920,872,196,79,2
19500921,874,196,79,2
19500922,874,196,79,2
19500923,873,196,79,2
19500924,869,196,78,2
19500925,870,196,78,2
19500926,873,196,79,2
19500927,873,196,79,2
19500928,873,196,79,2
19500929,873,196,79,2
19500930,872,197,79,2
19501001,870,196,78,2
19501002,871,196,79,2
19501003,868,196,79,2
19501004,871,196,79,2
19501005,872,196,79,2
19501006,872,196,79,2
19501007,872,196,79,2
19501008,872,196,78,2
19501009,870,196,78,2
19501010,873,196,79,2
19501011,872,196,79,2
19501012,872,196,79,2
19501013,870,196,79,2
19501014,870,196,79,2
19501015,872,196,78,2
19501016,871,196,78,2
19501017,871,196,78,2
19501018,872,196,78,2
19501019,872,196,79,2
19501020,871,196,79,2
19501021,873,196,79,2
19501022,867,196,78,2
19501023,871,196,78,2
19501024,871,196,79,2
19501025,869,196,79,2
19501026,872,196,79,2
19501027,872,196,79,2
19501028,869,196,79,2
19501029,872,196,78,2
19501030,872,196,78,2
19501031,869,196,79,2
19501101,874,195,79,2
19501102,871,196,77,2
19501103,874,196,78,2
19501104,875,196,78,2
19501105,869,196,76,2
19501106,872,196,76,2
19501107,871,196,77,2
19501108,869,196,77,2
19501109,874,196,78,2
19501110,875,196,78,2
19501111,875,196,78,2
19501112,872,196,77,2
19501113,872,196,77,2
19501114,873,196,78,2
19501115,872,196,77,2
19501116,871,196,76,2
19501117,872,196,76,2
19501118,870,196,77,2
19501119,870,195,77,2
19501120,871,195,77,2
19501121,873,196,77,2
19501122,874,196,78,2
19501123,874,196,78,2
19501124,872,196,78,2
19501125,873,196,78,2
19501126,872,196,76,2
19501127,873,196,76,2
19501128,875,196,77,2
19501129,875,196,78,2
19501130,871,196,77,2
19501201,877,196,78,2
19501202,874,196,78,2
19501203,875,196,76,2
19501204,873,196,76,2
19501205,872,196,77,2
19501206,874,196,77,2
19501207,873,196,77,2
19501208,872,196,77,2
19501209,875,196,78,2
19501210,874,196,76,2
19501211,875,196,77,2
19501212,876,196,78,2
19501213,875,196,79,2
19501214,877,196,79,2
19501215,877,196,79,2
19501216,876,196,79,2
19501217,876,196,78,2
19501218,872,196,77,2
19501219,874,196,77,2
19501220,874,196,77,2
19501221,873,196,76,2
19501222,873,196,76,2
19501223,872,196,76,2
19501224,873,196,77,2
19501225,877,196,79,2
19501226,873,196,76,2
19501227,870,196,76,2
19501228,874,196,77,2
19501229,873,196,77,2
19501230,876,196,79,2
19501231,872,196,77,2
19510101,1093,199,79,2
19510102,1280,200,164,5
19510103,1284,200,165,6
19510104,1283,200,164,6
19510105,1290,200,165,6
19510106,1286,200,164,6
19510107,1287,200,165,6
19510108,1284,200,165,6
19510109,1288,200,165,6
19510110,1287,200,166,6
19510111,1288,200,165,6
19510112,1282,200,163,6
19510113,1286,200,162,6
19510114,1286,200,163,6
19510115,1286,200,164,6
19510116,1286,200,164,6
19510117,1288,200,166,6
19510118,1290,200,166,6
19510119,1290,200,166,6
19510120,1289,200,165,6
19510121,1288,200,164,6
19510122,1289,200,165,6
19510123,1287,200,164,6
19510124,1287,200,164,6
19510125,1287,200,165,6
19510126,1289,200,165,6
19510127,1287,200,165,6
19510128,1287,200,163,6
19510129,1284,200,162,6
19510130,1289,200,165,6
19510131,1287,200,165,6
19510201,1289,200,165,6
19510202,1284,200,163,6
19510203,1289,200,164,6
19510204,1286,200,163,6
19510205,1286,200,163,6
19510206,1286,200,164,6
19510207,1290,200,165,6
19510208,1288,200,165,6
19510209,1289,200,165,6
19510210,1288,200,165,6
19510211,1284,200,161,6
19510212,1284,200,160,6
19510213,1286,200,162,6
19510214,1284,200,162,6
19510215,1285,200,161,6
19510216,1288,200,164,6
19510217,1283,200,162,6
19510218,1284,200,159,6
19510219,1284,200,161,6
19510220,1285,200,163,6
19510221,1288,200,164,6
19510222,1285,200,165,6
19510223,1288,200,163,6
19510224,1282,200,162,6
19510225,1286,200,163,6
19510226,1287,200,163,6
19510227,1286,200,165,6
19510228,1286,200,164,6
19510301,1282,200,164,6
19510302,1288,200,165,6
19510303,1291,200,165,6
19510304,1287,200,164,6
19510305,1291,200,165,6
19510306,1285,200,165,6
19510307,1287,200,165,6
19510308,1290,200,166,6
19510309,1291,200,166,6
19510310,1288,200,166,6
19510311,1288,200,164,6
19510312,1291,200,165,6
19510313,1293,200,166,6
19510314,1293,200,166,6
19510315,1288,200,165,6
19510316,1289,200,164,6
19510317,1290,200,165,6
19510318,1286,200,164,6
19510319,1288,200,164,6
19510320,1291,200,166,6
19510321,1290,200,164,6
19510322,1290,200,166,6
19510323,1292,200,165,6
19510324,1290,200,163,6
19510325,1293,200,165,6
19510326,1288,200,164,6
19510327,1287,200,162,6
19510328,1284,200,163,6
19510329,1289,200,164,6
19510330,1292,200,165,6
19510331,1289,200,164,6
19510401,1290,200,166,6
19510402,1294,200,167,6
19510403,1295,200,167,6
19510404,1291,200,167,6
19510405,1291,200,167,6
19510406,1293,200,166,6
19510407,1288,200,165,6
19510408,1289,200,164,6
19510409,1291,200,165,6
19510410,1293,200,166,6
19510411,1289,200,166,6
19510412,1292,200,166,6
19510413,1295,200,166,6
19510414,1293,200,165,6
19510415,1293,200,165,6
19510416,1294,200,165,6
19510417,1292,200,166,6
19510418,1291,200,166,6
19510419,1292,200,165,6
19510420,1291,200,164,6
19510421,1291,200,165,6
19510422,1293,200,165,6
19510423,1293,200,165,6
19510424,1293,200,165,6
19510425,1293,200,166,6
19510426,1294,200,166,6
19510427,1294,200,167,6
19510428,1294,200,166,6
19510429,1291,200,166,6
19510430,1294,200,165,6
19510501,1293,200,165,6
19510502,1290,200,166,6
19510503,1291,200,165,6
19510504,1292,200,165,6
19510505,1293,200,166,6
19510506,1293,200,165,6
19510507,1295,200,165,6
19510508,1297,200,166,6
19510509,1295,200,165,6
19510510,1295,200,166,6
19510511,1296,200,165,6
19510512,1297,200,167,6
19510513,1291,200,164,6
19510514,1295,200,165,6
19510515,1296,200,167,6
19510516,1294,200,166,6
19510517,1294,200,165,6
19510518,1295,200,165,6
19510519,1296,200,166,6
19510520,1294,200,165,6
19510521,1294,200,164,6
19510522,1293,200,165,6
19510523,1295,200,166,6
19510524,1296,200,167,6
19510525,1295,200,165,6
19510526,1296,200,166,6
19510527,1291,200,166,6
19510528,1295,200,165,6
19510529,1294,200,166,6
19510530,1295,200,166,6
19510531,1297,200,166,6
19510601,1294,200,164,6
19510602,1290,200,164,6
19510603,1290,200,163,6
19510604,1291,200,164,6
19510605,1294,200,165,6
19510606,1291,200,164,6
19510607,1295,200,164,6
19510608,1292,200,163,6
19510609,1291,200,165,6
19510610,1293,200,163,6
19510611,1288,200,163,6
19510612,1293,200,164,6
19510613,1293,200,165,6
19510614,1292,200,164,6
19510615,1292,200,164,6
19510616,1291,200,163,6
19510617,1288,200,163,6
19510618,1288,200,162,6
19510619,1289,200,162,6
19510620,1289,200,165,6
19510621,1290,200,164,6
19510622,1291,200,163,6
19510623,1290,200,164,6
19510624,1291,200,164,6
19510625,1291,200,163,6
19510626,1293,200,164,6
19510627,1292,200,165,6
19510628,1294,200,165,6
19510629,1293,200,164,6
19510630,1293,200,164,6
19510701,1289,200,161,6
19510702,1293,200,165,6
19510703,1293,200,165,6
19510704,1295,200,167,6
19510705,1291,199,163,6
19510706,1292,200,163,6
19510707,1293,200,166,6
19510708,1291,200,163,6
19510709,1293,200,165,6
19510710,1294,200,166,6
19510711,1295,200,166,6
19510712,1292,200,166,6
19510713,1293,200,164,6
19510714,1288,200,164,6
19510715,1291,200,162,6
19510716,1290,200,163,6
19510717,1292,200,164,6
19510718,1294,200,165,6
19510719,1293,200,164,6
19510720,1293,200,164,6
19510721,1294,200,165,6
19510722,1291,200,163,6
19510723,1291,200,163,6
19510724,1292,200,165,6
19510725,1291,200,163,6
19510726,1290,200,163,6
19510727,1290,200,164,6
19510728,1291,200,164,6
19510729,1291,200,164,6
19510730,1290,200,163,6
19510731,1291,200,164,6
19510801,1290,200,162,6
19510802,1294,200,167,6
19510803,1298,200,166,6
19510804,1296,200,166,6
19510805,1297,200,165,6
19510806,1296,200,166,6
19510807,1296,200,166,6
19510808,1295,200,166,6
19510809,1296,200,167,6
19510810,1295,200,166,6
19510811,1297,200,167,6
19510812,1297,200,166,6
19510813,1297,200,166,6
19510814,1296,200,166,6
19510815,1293,200,165,6
19510816,1296,200,165,6
19510817,1297,200,166,6
19510818,1295,200,167,6
19510819,1292,200,165,6
19510820,1295,200,166,6
19510821,1298,200,167,6
19510822,1297,200,166,6
19510823,1298,200,166,6
19510824,1298,200,166,6
19510825,1296,200,166,6
19510826,1296,200,165,6
19510827,1298,200,166,6
19510828,1293,200,166,6
19510829,1297,200,166,6
19510830,1297,200,165,6
19510831,1294,200,167,6
19510901,1294,200,163,6
19510902,1295,200,163,6
19510903,1296,200,164,6
19510904,1296,200,167,6
19510905,1295,200,167,6
19510906,1295,200,167,6
19510907,1294,200,167,6
19510908,1296,200,168,6
19510909,1297,200,167,6
19510910,1297,200,167,6
19510911,1294,200,166,6
19510912,1295,200,168,6
19510913,1295,200,167,6
19510914,1298,200,168,6
19510915,1297,200,168,6
19510916,1295,200,167,6
19510917,1295,200,167,6
19510918,1297,200,169,6
19510919,1297,200,168,6
19510920,1297,200,168,6
19510921,1297,200,168,6
19510922,1297,200,168,6
19510923,1296,200,167,6
19510924,1296,200,167,6
19510925,1297,200,168,6
19510926,1297,200,168,6
19510927,1297,200,167,6
19510928,1295,200,167,6
19510929,1299,200,169,6
19510930,1300,200,168,6
19511001,1294,199,166,6
19511002,1295,199,166,6
19511003,1293,199,166,6
19511004,1294,199,165,6
19511005,1292,199,168,6
19511006,1294,199,166,6
19511007,1293,199,165,6
19511008,1293,199,164,6
19511009,1292,199,166,6
19511010,1294,199,166,6
19511011,1293,199,165,6
19511012,1291,199,164,6
19511013,1290,199,164,6
19511014,1289,199,164,6
19511015,1291,199,164,6
19511016,1292,199,165,6
19511017,1291,199,165,6
19511018,1292,199,165,6
19511019,1296,199,165,6
19511020,1295,199,167,6
19511021,1293,199,164,6
19511022,1295,199,166,6
19511023,1294,199,165,6
19511024,1292,199,166,6
19511025,1297,199,167,6
19511026,1293,199,166,6
19511027,1292,199,165,6
19511028,1292,199,165,6
19511029,1294,199,165,6
19511030,1294,199,166,6
19511031,1295,199,167,6
19511101,1292,198,166,6
19511102,1294,198,169,6
19511103,1293,198,169,6
19511104,1295,198,168,6
19511105,1293,198,169,6
19511106,1294,198,168,6
19511107,1296,198,168,6
19511108,1298,198,170,6
19511109,1296,198,170,6
19511110,1291,198,170,6
19511111,1298,198,169,6
19511112,1297,198,169,6
19511113,1299,198,170,6
19511114,1298,198,170,6
19511115,1297,198,169,6
19511116,1296,198,169,6
19511117,1295,198,168,6
19511118,1295,198,166,6
19511119,1293,198,167,6
19511120,1295,198,169,6
19511121,1298,198,170,6
19511122,1297,198,169,6
19511123,1299,199,170,6
19511124,1299,199,170,6
19511125,1295,199,169,6
19511126,1291,199,167,6
19511127,1295,199,169,6
19511128,1297,199,170,6
19511129,1294,199,169,6
19511130,1295,199,170,6
19511201,1296,198,170,6
19511202,1294,199,167,6
19511203,1296,199,168,6
19511204,1295,199,169,6
19511205,1295,199,167,6
19511206,1293,199,167,6
19511207,1296,199,169,6
19511208,1298,199,170,6
19511209,1294,199,169,6
19511210,1293,199,167,6
19511211,1295,199,168,6
19511212,1295,199,168,6
19511213,1295,199,169,6
19511214,1297,199,168,6
19511215,1292,199,167,6
19511216,1291,199,166,6
19511217,1293,199,168,6
19511218,1295,199,168,6
19511219,1297,199,168,6
19511220,1296,199,168,6
19511221,1299,199,169,6
19511222,1293,199,168,6
19511223,1294,199,167,6
19511224,1297,199,168,6
19511225,1296,199,168,6
19511226,1298,199,168,6
19511227,1295,199,166,6
19511228,1295,199,167,6
19511229,1294,199,167,6
19511230,1294,199,167,6
19511231,1294,199,165,6
19520101,1284,199,161,6
19520102,1305,199,166,6
19520103,1305,199,164,6
19520104,1306,199,166,6
19520105,1305,199,166,6
19520106,1303,199,165,6
19520107,1305,199,166,6
19520108,1305,199,166,6
19520109,1308,199,167,6
19520110,1309,199,167,6
19520111,1309,199,167,6
19520112,1306,199,167,6
19520113,1307,199,165,6
19520114,1305,199,164,6
19520115,1305,199,165,6
19520116,1304,199,165,6
19520117,1304,199,165,6
19520118,1307,199,166,6
19520119,1306,199,167,6
19520120,1305,199,166,6
19520121,1303,199,164,6
19520122,1307,199,166,6
19520123,1307,199,166,6
19520124,1303,199,166,6
19520125,1306,199,167,6
19520126,1307,199,166,6
19520127,1306,199,164,6
19520128,1302,199,164,6
19520129,1306,199,166,6
19520130,1304,199,166,6
19520131,1306,199,166,6
19520201,1308,199,167,6
19520202,1308,199,168,6
19520203,1303,199,165,6
19520204,1306,199,165,6
19520205,1310,199,167,6
19520206,1310,199,168,6
19520207,1307,199,167,6
19520208,1310,199,167,6
19520209,1304,199,168,6
19520210,1306,199,168,6
19520211,1304,199,167,6
19520212,1307,199,169,6
19520213,1307,199,169,6
19520214,1307,199,168,6
19520215,1309,199,168,6
19520216,1306,199,169,6
19520217,1303,199,166,6
19520218,1303,199,168,6
19520219,1308,199,169,6
19520220,1305,199,168,6
19520221,1306,199,168,6
19520222,1310,199,169,6
19520223,1310,199,167,6
19520224,1305,199,166,6
19520225,1308,199,167,6
19520226,1305,199,168,6
19520227,1307,199,168,6
19520228,1303,199,167,6
19520229,1308,199,169,6
19520301,1303,199,168,6
19520302,1303,199,167,6
19520303,1309,199,167,6
19520304,1310,199,169,6
19520305,1309,199,167,6
19520306,1309,199,168,6
19520307,1308,199,168,4
19520308,1309,199,168,6
19520309,1308,199,166,6
19520310,1304,199,167,6
19520311,1309,199,168,6
19520312,1307,199,168,6
19520313,1309,199,167,6
19520314,1310,199,169,6
19520315,1309,199,168,6
19520316,1310,199,168,6
19520317,1311,199,167,6
19520318,1312,199,169,6
19520319,1307,199,168,4
19520320,1308,199,168,4
19520321,1313,199,169,6
19520322,1313,199,169,6
19520323,1310,199,168,4
19520324,1311,199,167,6
19520325,1312,199,168,6
19520326,1311,199,168,6
19520327,1311,199,168,6
19520328,1312,199,168,6
19520329,1307,199,166,6
19520330,1306,199,166,6
19520331,1309,199,166,6
19520401,1302,199,167,6
19520402,1311,199,170,6
19520403,1309,199,170,6
19520404,1310,199,168,6
19520405,1310,199,169,6
19520406,1309,199,168,6
19520407,1309,199,168,6
19520408,1310,199,169,6
19520409,1312,199,169,6
19520410,1311,199,169,6
19520411,1312,199,169,6
19520412,1311,199,169,6
19520413,1308,199,167,6
19520414,1311,199,168,6
19520415,1311,199,169,6
19520416,1308,199,168,6
19520417,1308,199,170,6
19520418,1310,199,170,6
19520419,1309,199,169,6
19520420,1310,199,168,6
19520421,1310,199,167,6
19520422,1311,199,169,6
19520423,1307,199,168,6
19520424,1308,199,170,6
19520425,1313,199,169,6
19520426,1310,199,168,6
19520427,1309,199,168,6
19520428,1310,199,168,6
19520429,1313,199,170,6
19520430,1309,199,169,6
19520501,1312,199,170,6
19520502,1314,199,168,6
19520503,1308,199,168,6
19520504,1311,199,165,6
19520505,1311,199,166,6
19520506,1313,199,168,6
19520507,1309,199,168,6
19520508,1313,199,168,6
19520509,1311,199,168,6
19520510,1314,199,168,6
19520511,1312,199,166,6
19520512,1311,199,165,6
19520513,1310,199,165,6
19520514,1311,199,166,6
19520515,1312,199,165,6
19520516,1311,199,166,6
19520517,1310,199,165,6
19520518,1312,199,166,6
19520519,1312,199,166,6
19520520,1314,199,167,6
19520521,1311,199,169,6
19520522,1313,199,169,6
19520523,1315,199,170,6
19520524,1316,199,169,6
19520525,1307,199,169,6
19520526,1312,199,167,6
19520527,1313,199,169,6
19520528,1317,199,170,6
19520529,1315,199,169,6
19520530,1316,199,169,6
19520531,1315,199,168,6
19520601,1313,199,164,6
19520602,1308,199,161,6
19520603,1308,199,160,6
19520604,1305,199,160,6
19520605,1308,199,162,6
19520606,1309,199,164,6
19520607,1310,199,164,6
19520608,1307,199,163,6
19520609,1308,199,163,6
19520610,1310,199,164,6
19520611,1310,199,163,6
19520612,1310,199,163,6
19520613,1310,199,162,6
19520614,1310,199,164,6
19520615,1307,199,162,6
19520616,1308,199,162,6
19520617,1310,199,163,6
19520618,1305,199,163,6
19520619,1309,199,164,6
19520620,1308,199,162,6
19520621,1311,199,163,6
19520622,1310,199,163,6
19520623,1309,199,162,6
19520624,1309,199,162,6
19520625,1306,199,161,6
19520626,1308,199,163,6
19520627,1309,199,163,6
19520628,1308,199,162,6
19520629,1306,199,163,6
19520630,1309,199,162,6
19520701,1306,199,161,6
19520702,1314,199,169,6
19520703,1314,199,169,6
19520704,1313,199,170,6
19520705,1313,199,167,6
19520706,1312,199,167,6
19520707,1313,199,167,6
19520708,1317,199,169,6
19520709,1317,199,170,6
19520710,1317,199,170,6
19520711,1315,199,170,6
19520712,1314,199,170,6
19520713,1313,199,170,6
19520714,1313,199,170,6
19520715,1315,199,170,6
19520716,1315,199,170,6
19520717,1315,199,170,6
19520718,1316,199,171,6
19520719,1315,199,170,6
19520720,1316,199,170,6
19520721,1314,199,169,6
19520722,1315,199,171,6
19520723,1310,199,170,6
19520724,1317,199,170,6
19520725,1314,199,169,6
19520726,1312,199,169,6
19520727,1315,199,170,6
19520728,1315,199,169,6
19520729,1317,199,171,6
19520730,1318,199,171,6
19520731,1317,199,170,6
19520801,1313,199,170,6
19520802,1313,199,171,6
19520803,1314,199,171,6
19520804,1315,199,170,6
19520805,1318,199,173,6
19520806,1320,199,173,6
19520807,1317,199,171,6
19520808,1316,199,171,6
19520809,1318,199,172,6
19520810,1314,199,171,6
19520811,1317,199,171,6
19520812,1318,199,173,6
19520813,1319,199,172,6
19520814,1319,199,173,6
19520815,1318,199,172,6
19520816,1318,199,172,6
19520817,1318,199,171,6
19520818,1314,199,170,6
19520819,1318,199,172,6
19520820,1317,199,173,6
19520821,1320,199,173,6
19520822,1318,199,173,6
19520823,1319,199,172,6
19520824,1315,199,170,6
19520825,1316,199,170,6
19520826,1316,199,173,6
19520827,1319,199,173,6
19520828,1320,199,173,6
19520829,1318,199,173,6
19520830,1317,199,172,6
19520831,1315,199,172,6
19520901,1315,199,170,6
19520902,1315,199,172,6
19520903,1314,199,171,6
19520904,1318,199,172,6
19520905,1318,199,171,6
19520906,1317,199,172,6
19520907,1316,199,170,6
19520908,1315,199,169,6
19520909,1313,199,170,6
19520910,1316,199,171,6
19520911,1316,199,170,6
19520912,1318,199,170,6
19520913,1317,199,171,6
19520914,1314,199,169,6
19520915,1318,199,171,6
19520916,1316,199,171,6
19520917,1316,199,170,6
19520918,1316,199,171,6
19520919,1317,199,170,6
19520920,1316,199,170,6
19520921,1312,198,171,6
19520922,1313,198,170,6
19520923,1314,198,170,6
19520924,1312,198,169,6
19520925,1316,198,172,6
19520926,1314,198,171,6
19520927,1316,198,171,6
19520928,1313,198,170,6
19520929,1314,198,170,6
19520930,1316,198,171,6
19521001,1314,198,171,6
19521002,1317,198,172,6
19521003,1321,198,173,6
19521004,1315,198,171,6
19521005,1317,198,172,6
19521006,1316,198,173,6
19521007,1316,198,172,6
19521008,1320,198,172,6
19521009,1320,198,174,6
19521010,1318,198,174,6
19521011,1317,198,171,6
19521012,1317,198,171,6
19521013,1318,198,172,6
19521014,1317,198,173,6
19521015,1319,198,174,6
19521016,1319,198,173,6
19521017,1319,198,174,6
19521018,1321,198,174,6
19521019,1317,198,172,6
19521020,1321,198,173,6
19521021,1320,198,174,6
19521022,1320,198,174,6
19521023,1320,198,174,6
19521024,1318,198,174,6
19521025,1318,198,172,6
19521026,1318,198,172,6
19521027,1317,198,173,6
19521028,1320,198,174,6
19521029,1316,198,172,6
19521030,1321,198,174,6
19521031,1319,198,174,6
19521101,1318,198,173,6
19521102,1325,198,177,6
19521103,1322,198,175,6
19521104,1326,198,176,6
19521105,1320,198,176,6
19521106,1324,198,176,6
19521107,1326,198,177,6
19521108,1323,198,177,6
19521109,1323,198,175,6
19521110,1323,198,175,6
19521111,1325,198,177,6
19521112,1324,198,176,6
19521113,1324,198,177,6
19521114,1324,198,176,6
19521115,1326,198,176,6
19521116,1324,198,175,6
19521117,1325,198,175,6
19521118,1323,198,176,6
19521119,1326,198,176,6
19521120,1323,198,175,6
19521121,1324,198,176,6
19521122,1324,198,175,6
19521123,1323,198,175,6
19521124,1319,198,174,6
19521125,1324,198,176,6
19521126,1321,198,176,6
19521127,1319,198,177,6
19521128,1322,198,176,6
19521129,1320,198,176,6
19521130,1325,198,175,6
19521201,1322,198,176,6
19521202,1326,198,177,6
19521203,1324,198,176,6
19521204,1327,198,177,6
19521205,1326,198,176,6
19521206,1322,198,177,4
19521207,1324,198,176,6
19521208,1319,198,174,6
19521209,1326,198,177,6
19521210,1324,198,175,6
19521211,1323,198,177,6
19521212,1326,198,177,6
19521213,1321,198,174,6
19521214,1321,198,176,6
19521215,1322,198,174,6
19521216,1325,198,177,6
19521217,1323,198,177,6
19521218,1323,198,177,6
19521219,1321,198,175,6
19521220,1327,198,177,6
19521221,1323,198,176,6
19521222,1320,198,176,6
19521223,1319,198,176,6
19521224,1324,198,176,6
19521225,1321,198,173,6
19521226,1322,198,174,6
19521227,1321,198,173,6
19521228,1316,198,171,6
19521229,1320,198,173,6
19521230,1324,198,176,6
19521231,1320,198,173,6
19530101,1320,199,174,6
19530102,1324,199,173,6
19530103,1330,199,174,6
19530104,1329,199,173,6
19530105,1332,199,173,6
19530106,1331,199,174,6
