date,ntot,nNO,nSE,nFI
19500820,585,58,8,2
19500821,586,58,8,2
19500822,584,58,8,2
19500823,586,58,8,2
19500824,586,58,8,2
19500825,586,58,8,2
19500826,586,58,8,2
19500827,586,58,8,2
19500828,586,58,8,2
19500829,585,58,8,2
19500830,586,58,8,2
19500831,585,58,8,2
19500901,586,58,8,2
19500902,588,58,8,2
19500903,588,58,8,2
19500904,588,58,8,2
19500905,588,58,8,2
19500906,588,58,8,2
19500907,587,58,8,2
19500908,588,58,8,2
19500909,588,58,8,2
19500910,588,58,8,2
19500911,587,58,8,2
19500912,588,58,8,2
19500913,588,58,8,2
19500914,586,58,8,2
19500915,588,58,8,2
19500916,588,58,8,2
19500917,588,58,8,2
19500918,588,58,8,2
19500919,588,58,8,2
19500920,588,58,8,2
19500921,588,58,8,2
19500922,588,58,8,2
19500923,587,58,8,2
19500924,587,58,8,2
19500925,588,58,8,2
19500926,588,58,8,2
19500927,588,58,8,2
19500928,588,58,8,2
19500929,588,58,8,2
19500930,587,58,8,2
19501001,587,58,8,2
19501002,586,58,8,2
19501003,582,58,8,2
19501004,583,58,8,2
19501005,583,58,8,2
19501006,586,58,8,2
19501007,585,58,8,2
19501008,586,58,8,2
19501009,585,58,8,2
19501010,587,58,8,2
19501011,587,58,8,2
19501012,587,58,8,2
19501013,586,58,8,2
19501014,586,58,8,2
19501015,588,58,8,2
19501016,588,58,8,2
19501017,586,58,8,2
19501018,587,58,8,2
19501019,587,58,8,2
19501020,587,58,8,2
19501021,587,58,8,2
19501022,585,58,8,2
19501023,588,58,8,2
19501024,586,58,8,2
19501025,587,58,8,2
19501026,586,58,8,2
19501027,588,58,8,2
19501028,587,58,8,2
19501029,587,58,8,2
19501030,587,58,8,2
19501031,586,58,8,2
19501101,587,58,8,2
19501102,589,58,8,2
19501103,590,58,8,2
19501104,589,58,8,2
19501105,589,58,8,2
19501106,590,58,8,2
19501107,587,58,8,2
19501108,588,58,8,2
19501109,589,58,8,2
19501110,590,58,8,2
19501111,590,58,8,2
19501112,590,58,8,2
19501113,590,58,8,2
19501114,590,58,8,2
19501115,589,58,8,2
19501116,589,58,8,2
19501117,590,58,8,2
19501118,589,58,8,2
19501119,587,57,8,2
19501120,589,57,8,2
19501121,590,58,8,2
19501122,590,58,8,2
19501123,590,58,8,2
19501124,589,58,8,2
19501125,590,58,8,2
19501126,590,58,8,2
19501127,590,58,8,2
19501128,589,58,8,1
19501129,589,58,8,2
19501130,590,58,8,2
19501201,589,57,8,2
19501202,589,58,8,2
19501203,590,58,8,2
19501204,590,58,8,2
19501205,589,58,8,2
19501206,589,58,8,2
19501207,588,58,8,2
19501208,590,58,8,2
19501209,590,58,8,2
19501210,589,58,8,2
19501211,589,58,8,2
19501212,590,58,8,2
19501213,589,58,8,2
19501214,589,58,8,2
19501215,590,58,8,2
19501216,589,58,8,2
19501217,589,58,8,2
19501218,588,58,8,2
19501219,589,58,8,2
19501220,588,58,8,2
19501221,590,58,8,2
19501222,588,58,8,2
19501223,590,58,8,2
19501224,590,58,8,2
19501225,590,58,8,2
19501226,588,58,8,2
19501227,589,58,8,2
19501228,589,58,8,2
19501229,588,58,8,2
19501230,589,58,8,2
19501231,590,58,8,2
19510101,592,61,8,2
19510102,743,61,93,5
19510103,751,61,94,6
19510104,752,61,94,6
19510105,754,61,93,6
19510106,754,61,94,6
19510107,753,61,94,6
19510108,751,61,94,6
19510109,754,61,94,6
19510110,753,61,94,6
19510111,755,61,94,6
19510112,754,61,94,6
19510113,755,61,94,6
19510114,751,61,93,6
19510115,751,61,92,6
19510116,753,61,93,6
19510117,753,61,93,6
19510118,750,61,91,6
19510119,753,61,92,6
19510120,751,61,92,6
19510121,748,61,92,6
19510122,751,61,92,6
19510123,751,61,92,6
19510124,752,61,92,6
19510125,750,61,92,6
19510126,752,61,92,6
19510127,752,61,93,6
19510128,751,61,93,6
19510129,750,61,93,6
19510130,753,61,93,6
19510131,753,61,93,6
19510201,753,61,93,6
19510202,757,61,94,6
19510203,756,61,94,6
19510204,755,61,94,6
19510205,756,61,94,6
19510206,757,61,94,6
19510207,756,61,94,6
19510208,757,61,94,6
19510209,756,61,94,6
19510210,756,61,94,6
19510211,756,61,94,6
19510212,756,61,94,6
19510213,756,61,93,6
19510214,757,61,94,6
19510215,755,61,94,6
19510216,756,61,94,6
19510217,756,61,94,6
19510218,755,61,93,6
19510219,755,61,94,6
19510220,756,61,94,6
19510221,756,61,94,6
19510222,757,61,94,6
19510223,757,61,94,6
19510224,755,61,94,6
19510225,754,61,94,6
19510226,756,61,94,6
19510227,757,61,94,6
19510228,755,61,94,6
19510301,755,61,94,6
19510302,758,61,94,6
19510303,759,61,93,6
19510304,757,61,93,6
19510305,757,61,93,6
19510306,758,61,94,6
19510307,758,61,94,6
19510308,760,61,94,6
19510309,758,61,93,6
19510310,759,61,94,6
19510311,756,61,93,6
19510312,757,61,93,6
19510313,758,61,93,6
19510314,758,61,93,6
19510315,758,61,93,6
19510316,757,61,94,6
19510317,759,61,93,6
19510318,756,61,92,6
19510319,755,61,92,6
19510320,756,61,92,6
19510321,757,61,91,6
19510322,757,61,91,6
19510323,756,61,91,6
19510324,755,61,91,6
19510325,756,61,91,6
19510326,755,61,91,6
19510327,755,61,91,6
19510328,756,61,91,6
19510329,758,61,91,6
19510330,758,61,91,6
19510331,756,61,91,6
19510401,755,61,91,6
19510402,759,61,94,6
19510403,760,61,94,6
19510404,760,61,94,6
19510405,761,61,94,6
19510406,761,61,94,6
19510407,759,61,94,6
19510408,759,61,93,6
19510409,760,61,94,6
19510410,761,61,94,6
19510411,763,61,95,6
19510412,763,61,95,6
19510413,763,61,95,6
19510414,763,61,95,6
19510415,761,61,95,6
19510416,760,61,95,6
19510417,762,61,95,6
19510418,762,61,95,6
19510419,762,61,95,6
19510420,763,61,95,6
19510421,763,61,95,6
19510422,762,61,95,6
19510423,761,61,95,6
19510424,764,61,95,6
19510425,763,61,95,6
19510426,763,61,95,6
19510427,764,61,95,6
19510428,762,61,95,6
19510429,759,61,95,6
19510430,759,60,95,6
19510501,763,61,96,6
19510502,763,61,94,6
19510503,760,61,94,6
19510504,760,61,94,6
19510505,762,61,94,6
19510506,760,61,94,6
19510507,758,61,93,6
19510508,762,61,93,6
19510509,763,61,94,6
19510510,763,61,94,6
19510511,763,61,94,6
19510512,761,61,94,6
19510513,762,61,95,6
19510514,762,61,95,6
19510515,761,61,94,6
19510516,760,61,94,6
19510517,763,61,94,6
19510518,763,61,94,6
19510519,763,61,94,6
19510520,762,61,95,6
19510521,761,61,94,6
19510522,764,61,95,6
19510523,762,61,94,6
19510524,762,61,94,6
19510525,763,61,95,6
19510526,762,61,94,6
19510527,760,61,93,6
19510528,760,61,94,6
19510529,764,61,95,6
19510530,762,61,94,6
19510531,763,61,94,6
19510601,762,61,94,6
19510602,763,61,95,6
19510603,759,61,93,6
19510604,758,61,93,6
19510605,762,61,94,6
19510606,762,61,94,6
19510607,762,61,94,6
19510608,762,61,93,6
19510609,761,61,93,6
19510610,761,61,94,6
19510611,759,61,94,6
19510612,762,61,93,6
19510613,761,61,92,6
19510614,761,61,93,6
19510615,763,61,94,6
19510616,763,61,94,6
19510617,759,61,94,6
19510618,761,61,94,6
19510619,762,61,94,6
19510620,762,61,93,6
19510621,761,61,93,6
19510622,761,61,93,6
19510623,762,61,93,6
19510624,760,61,93,6
19510625,758,61,93,6
19510626,765,61,96,6
19510627,765,61,96,6
19510628,764,61,96,6
19510629,765,61,96,6
19510630,765,61,96,6
19510701,760,61,93,6
19510702,763,61,97,6
19510703,765,61,97,6
19510704,764,61,97,6
19510705,765,61,97,6
19510706,765,61,97,6
19510707,763,61,96,6
19510708,762,61,96,6
19510709,764,61,97,6
19510710,764,61,96,6
19510711,765,61,97,6
19510712,765,61,96,6
19510713,765,61,97,6
19510714,764,61,97,6
19510715,763,61,97,6
19510716,762,61,96,6
19510717,765,61,97,6
19510718,765,61,97,6
19510719,765,61,97,6
19510720,765,61,97,6
19510721,765,61,97,6
19510722,763,61,97,6
19510723,762,61,96,6
19510724,765,61,97,6
19510725,765,61,97,6
19510726,765,61,97,6
19510727,764,61,96,6
19510728,764,61,96,6
19510729,762,61,96,6
19510730,761,61,95,6
19510731,764,61,96,6
19510801,764,61,96,6
19510802,763,61,96,6
19510803,765,61,96,6
19510804,765,61,96,6
19510805,764,61,96,6
19510806,764,61,96,6
19510807,763,61,96,6
19510808,765,61,96,6
19510809,765,61,95,6
19510810,765,61,96,6
19510811,765,61,96,6
19510812,763,61,96,6
19510813,764,61,96,6
19510814,765,61,95,6
19510815,765,61,96,6
19510816,765,61,96,6
19510817,765,61,96,6
19510818,766,61,97,6
19510819,762,61,97,6
19510820,765,61,97,6
19510821,766,61,97,6
19510822,767,61,97,6
19510823,765,61,96,6
19510824,766,61,97,6
19510825,765,61,96,6
19510826,764,61,97,6
19510827,764,61,97,6
19510828,766,61,97,6
19510829,767,61,97,6
19510830,767,61,97,6
19510831,765,61,96,6
19510901,766,61,97,6
19510902,766,61,98,6
19510903,765,61,98,6
19510904,767,61,98,6
19510905,766,61,97,6
19510906,766,61,98,6
19510907,765,61,98,6
19510908,765,61,97,6
19510909,764,61,97,6
19510910,766,61,98,6
19510911,765,61,96,6
19510912,768,61,97,6
19510913,768,61,98,6
19510914,768,61,98,6
19510915,768,61,98,6
19510916,766,61,98,6
19510917,764,61,97,6
19510918,766,61,97,6
19510919,767,61,97,6
19510920,767,61,97,6
19510921,766,61,96,6
19510922,765,61,95,6
19510923,762,61,96,6
19510924,764,61,97,6
19510925,768,61,98,6
19510926,768,61,98,6
19510927,769,61,98,6
19510928,768,61,98,6
19510929,769,61,98,6
19510930,768,61,98,6
19511001,763,60,98,6
19511002,768,60,100,6
19511003,768,60,99,6
19511004,768,60,99,6
19511005,766,60,97,6
19511006,767,60,98,6
19511007,763,60,98,6
19511008,764,60,98,6
19511009,768,60,99,6
19511010,765,60,97,6
19511011,765,60,97,6
19511012,765,60,97,6
19511013,764,60,97,6
19511014,761,60,97,6
19511015,762,60,98,6
19511016,765,60,97,6
19511017,764,60,97,6
19511018,765,60,98,6
19511019,766,60,97,6
19511020,765,60,97,6
19511021,765,60,99,6
19511022,763,60,98,6
19511023,767,60,99,6
19511024,766,60,98,6
19511025,766,60,98,6
19511026,765,60,98,6
19511027,764,60,98,6
19511028,762,60,98,6
19511029,763,60,99,6
19511030,766,60,99,6
19511031,766,60,98,6
19511101,764,59,99,6
19511102,762,59,96,6
19511103,763,59,96,6
19511104,760,59,95,6
19511105,758,59,94,6
19511106,761,59,94,6
19511107,762,59,96,6
19511108,764,59,97,6
19511109,765,59,98,6
19511110,760,59,96,6
19511111,761,59,97,6
19511112,761,59,97,6
19511113,763,59,97,6
19511114,762,59,97,6
19511115,764,59,97,6
19511116,763,59,97,6
19511117,764,59,97,6
19511118,761,59,97,6
19511119,762,59,98,6
19511120,764,59,97,6
19511121,765,59,98,6
19511122,766,60,98,6
19511123,766,60,98,6
19511124,765,60,97,6
19511125,762,60,97,6
19511126,760,60,96,6
19511127,764,60,96,6
19511128,764,60,96,6
19511129,764,60,96,6
19511130,765,60,97,6
19511201,763,60,95,6
19511202,756,60,95,6
19511203,758,60,95,6
19511204,761,60,94,6
19511205,761,60,95,6
19511206,757,60,94,6
19511207,759,60,94,6
19511208,760,60,94,6
19511209,757,60,95,6
19511210,757,60,95,6
19511211,761,60,95,6
19511212,761,60,95,6
19511213,761,60,95,6
19511214,762,60,95,6
19511215,761,60,95,6
19511216,758,60,95,6
19511217,757,60,95,6
19511218,762,60,95,6
19511219,762,60,95,6
19511220,761,60,95,6
19511221,761,60,94,6
19511222,758,60,94,6
19511223,758,60,94,6
19511224,759,60,95,6
19511225,758,60,94,6
19511226,758,60,96,6
19511227,758,60,95,6
19511228,758,60,95,6
19511229,758,60,95,6
19511230,759,60,95,6
19511231,758,60,94,6
19520101,756,60,93,6
19520102,771,60,97,6
19520103,774,60,97,6
19520104,775,60,97,6
19520105,773,60,97,6
19520106,770,60,97,6
19520107,768,59,96,6
19520108,773,59,97,6
19520109,773,59,97,6
19520110,772,59,97,6
19520111,773,59,97,6
19520112,773,59,97,6
19520113,769,59,97,6
19520114,769,59,97,5
19520115,772,59,97,6
19520116,774,59,97,6
19520117,773,60,97,6
19520118,774,59,97,6
19520119,774,60,97,6
19520120,772,60,97,6
19520121,771,60,97,6
19520122,773,60,97,6
19520123,774,60,97,6
19520124,774,60,97,6
19520125,773,60,97,6
19520126,774,60,97,6
19520127,770,60,97,6
19520128,767,60,97,4
19520129,773,60,97,6
19520130,772,60,96,6
19520131,773,60,96,6
19520201,770,60,95,6
19520202,772,60,95,6
19520203,770,60,95,6
19520204,769,60,95,6
19520205,771,60,94,6
19520206,773,60,96,6
19520207,773,60,96,6
19520208,774,60,96,6
19520209,775,60,97,6
19520210,770,60,96,6
19520211,771,60,97,6
19520212,771,60,96,4
19520213,774,60,96,6
19520214,773,60,96,6
19520215,773,60,96,6
19520216,774,60,97,6
19520217,770,60,97,6
19520218,770,60,96,6
19520219,773,60,96,6
19520220,774,60,96,6
19520221,773,60,96,6
19520222,775,60,97,6
19520223,774,60,96,6
19520224,771,60,96,6
19520225,770,60,96,6
19520226,773,60,96,6
19520227,774,60,96,6
19520228,773,60,97,6
19520229,774,60,96,6
19520301,774,60,97,6
19520302,770,60,95,6
19520303,772,60,95,6
19520304,775,60,95,6
19520305,773,60,96,6
19520306,776,60,96,6
19520307,776,60,96,6
19520308,772,60,95,4
19520309,771,60,95,6
19520310,770,60,95,6
19520311,775,60,95,6
19520312,774,60,95,6
19520313,774,60,95,6
19520314,774,60,95,6
19520315,773,60,95,6
19520316,772,60,96,6
19520317,773,60,96,6
19520318,776,60,96,6
19520319,775,60,96,6
19520320,773,60,96,4
19520321,774,60,95,6
19520322,773,60,96,4
19520323,771,60,96,4
19520324,770,60,94,6
19520325,775,60,96,6
19520326,774,60,95,6
19520327,775,60,95,6
19520328,775,60,96,6
19520329,776,60,96,6
19520330,773,60,96,6
19520331,772,60,96,6
19520401,776,60,96,6
19520402,776,60,98,6
19520403,778,60,98,6
19520404,779,60,98,6
19520405,779,60,98,6
19520406,777,60,98,6
19520407,775,60,97,6
19520408,777,60,98,6
19520409,778,60,97,6
19520410,779,60,98,6
19520411,774,60,97,6
19520412,775,60,98,6
19520413,775,60,98,6
19520414,775,60,98,6
19520415,775,60,98,6
19520416,775,60,98,6
19520417,778,60,98,6
19520418,777,60,98,6
19520419,778,60,98,6
19520420,776,60,99,6
19520421,776,60,99,6
19520422,780,60,99,6
19520423,778,60,98,6
19520424,779,60,99,6
19520425,780,60,99,6
19520426,781,60,100,6
19520427,779,60,101,6
19520428,778,60,100,6
19520429,780,60,101,6
19520430,781,60,101,6
19520501,776,60,100,6
19520502,780,60,99,6
19520503,779,60,98,6
19520504,776,60,98,6
19520505,776,60,98,6
19520506,777,60,99,6
19520507,780,60,99,6
19520508,781,60,99,6
19520509,779,60,98,6
19520510,780,60,98,6
19520511,777,60,98,6
19520512,776,60,97,6
19520513,781,60,98,6
19520514,781,60,98,6
19520515,780,60,97,6
19520516,780,60,97,6
19520517,779,60,97,6
19520518,776,60,97,6
19520519,776,60,97,6
19520520,777,60,96,5
19520521,781,60,98,6
19520522,776,60,98,6
19520523,778,60,99,6
19520524,782,60,99,6
19520525,778,60,100,6
19520526,777,60,98,6
19520527,781,60,99,6
19520528,779,60,98,4
19520529,779,60,98,6
19520530,781,60,99,6
19520531,778,60,99,6
19520601,776,60,98,6
19520602,778,60,100,6
19520603,779,60,101,6
19520604,782,60,102,6
19520605,784,60,102,6
19520606,783,60,101,6
19520607,784,60,102,6
19520608,782,60,103,6
19520609,780,60,102,6
19520610,784,60,102,6
19520611,784,60,102,6
19520612,783,60,100,6
19520613,785,60,102,6
19520614,784,60,102,6
19520615,782,60,103,6
19520616,782,60,103,6
19520617,786,60,103,6
19520618,784,60,103,6
19520619,785,60,103,6
19520620,784,60,102,6
19520621,785,60,103,6
19520622,779,60,101,6
19520623,779,60,101,6
19520624,784,60,101,6
19520625,783,60,101,6
19520626,785,60,102,6
19520627,785,60,103,6
19520628,786,60,103,6
19520629,780,60,103,6
19520630,782,60,103,6
19520701,786,61,103,6
19520702,788,61,104,6
19520703,788,61,104,6
19520704,787,61,104,6
19520705,788,61,104,6
19520706,785,61,105,6
19520707,784,61,105,6
19520708,789,61,106,6
19520709,790,61,106,6
19520710,790,61,106,6
19520711,790,61,106,6
19520712,790,61,106,6
19520713,787,61,106,6
19520714,783,61,106,6
19520715,786,61,105,6
19520716,790,61,107,6
19520717,788,61,107,6
19520718,788,61,107,6
19520719,789,61,107,6
19520720,787,61,108,6
19520721,789,61,108,6
19520722,791,61,108,6
19520723,790,61,108,6
19520724,790,61,108,6
19520725,788,61,107,6
19520726,789,61,107,6
19520727,785,61,107,6
19520728,786,61,107,6
19520729,788,61,107,6
19520730,789,61,107,6
19520731,788,61,107,6
19520801,789,61,107,6
19520802,789,61,108,6
19520803,787,61,108,6
19520804,787,61,108,6
19520805,791,61,108,6
19520806,791,61,108,6
19520807,789,61,107,6
19520808,791,61,108,6
19520809,791,61,109,6
19520810,787,61,108,6
19520811,788,61,108,6
19520812,791,61,108,6
19520813,791,61,108,6
19520814,791,61,108,6
19520815,791,61,108,6
19520816,791,61,108,6
19520817,785,61,108,6
19520818,787,61,108,6
19520819,791,61,108,6
19520820,790,61,108,6
19520821,791,61,108,6
19520822,791,61,108,6
19520823,790,61,108,6
19520824,788,61,108,6
19520825,787,61,108,6
19520826,789,61,108,6
19520827,790,61,108,6
19520828,791,61,108,6
19520829,790,61,108,6
19520830,790,61,108,6
19520831,788,61,108,6
19520901,787,61,107,6
19520902,793,61,108,6
19520903,793,61,108,6
19520904,793,61,108,6
19520905,792,61,107,6
19520906,792,61,107,6
19520907,785,61,107,6
19520908,790,61,108,6
19520909,792,61,107,6
19520910,793,61,108,6
19520911,792,61,107,6
19520912,793,61,108,6
19520913,792,61,108,6
19520914,788,61,107,6
19520915,788,61,107,6
19520916,792,61,107,6
19520917,792,61,108,6
19520918,794,61,109,6
19520919,792,61,108,6
19520920,792,61,107,6
19520921,788,60,107,6
19520922,789,60,107,6
19520923,790,60,107,6
19520924,790,60,107,6
19520925,791,60,107,6
19520926,790,60,107,6
19520927,790,60,107,6
19520928,788,60,108,6
19520929,789,60,109,6
19520930,790,60,107,6
19521001,789,60,107,6
19521002,789,60,107,6
19521003,792,60,109,6
19521004,790,60,108,6
19521005,790,60,107,6
19521006,788,60,107,6
19521007,791,60,107,6
19521008,792,60,108,6
19521009,791,60,108,6
19521010,791,60,107,6
19521011,790,60,107,6
19521012,790,60,107,6
19521013,788,60,107,6
19521014,788,60,106,6
19521015,791,60,107,6
19521016,790,60,106,6
19521017,790,60,107,6
19521018,789,60,106,6
19521019,791,60,107,6
19521020,786,60,106,6
19521021,790,60,107,6
19521022,789,60,106,6
19521023,790,60,106,6
19521024,791,60,107,6
19521025,789,60,106,6
19521026,790,60,106,6
19521027,787,60,106,6
19521028,788,60,106,6
19521029,787,60,106,6
19521030,790,60,107,6
19521031,788,60,107,6
19521101,788,60,106,6
19521102,787,60,105,6
19521103,786,60,107,6
19521104,789,60,107,6
19521105,789,60,107,6
19521106,790,60,107,6
19521107,789,60,107,6
19521108,790,60,107,6
19521109,790,60,107,6
19521110,785,60,106,6
19521111,790,60,107,6
19521112,789,60,107,6
19521113,790,60,107,6
19521114,788,60,107,5
19521115,789,60,107,6
19521116,789,60,107,6
19521117,786,60,106,6
19521118,789,60,107,6
19521119,789,60,107,6
19521120,790,60,107,6
19521121,789,60,106,6
19521122,789,60,106,6
19521123,789,60,106,6
19521124,785,60,107,6
19521125,789,60,107,6
19521126,789,60,107,6
19521127,788,60,106,6
19521128,789,60,107,6
19521129,789,60,107,6
19521130,789,60,107,6
19521201,785,60,107,6
19521202,792,60,107,6
19521203,791,60,107,5
19521204,793,60,107,6
19521205,792,60,107,6
19521206,793,60,107,6
19521207,790,60,106,4
19521208,788,60,105,6
19521209,791,60,106,6
19521210,791,60,106,6
19521211,790,60,106,6
19521212,789,60,106,5
19521213,790,60,105,6
19521214,790,60,106,6
19521215,787,60,105,5
19521216,791,60,106,5
19521217,790,60,106,5
19521218,789,60,106,5
19521219,791,60,106,5
19521220,792,60,106,6
19521221,791,60,106,5
19521222,787,60,106,5
19521223,789,60,106,5
19521224,790,60,105,6
19521225,788,60,105,5
19521226,785,60,104,5
19521227,786,60,105,5
19521228,787,60,105,6
19521229,787,60,105,6
19521230,787,60,105,5
19521231,788,60,106,6
19530101,788,61,105,6
19530102,799,61,107,6
19530103,799,61,107,6
19530104,799,61,107,6
19530105,800,61,107,6
19530106,804,61,108,6
19530107,804,61,108,6
19530108,804,61,107,6
19530109,803,61,107,6
19530110,806,61,109,6
19530111,805,61,109,6
19530112,801,61,108,6
19530113,804,61,109,6
19530114,805,61,109,6
19530115,806,61,109,6
19530116,804,61,109,6
19530117,804,61,109,6
19530118,806,61,109,6
19530119,802,61,108,6
19530120,806,61,109,6
19530121,805,61,109,6
19530122,805,61,109,6
19530123,805,61,108,6
19530124,805,61,109,6
19530125,806,61,109,6
19530126,803,61,109,6
19530127,806,61,109,6
19530128,804,61,109,6
19530129,803,61,108,6
19530130,806,61,109,6
19530131,806,61,109,6
19530201,805,61,109,6
19530202,799,61,109,6
19530203,804,61,109,6
19530204,804,61,109,6
19530205,804,61,109,6
19530206,801,61,109,6
19530207,800,61,109,6
19530208,805,61,109,6
19530209,804,61,109,6
19530210,805,61,109,6
19530211,805,61,109,6
19530212,803,61,109,6
19530213,804,61,109,6
19530214,804,61,109,6
19530215,805,61,109,6
19530216,805,61,109,6
19530217,806,61,110,6
19530218,806,61,110,6
19530219,805,61,109,6
19530220,806,61,110,6
19530221,805,61,110,6
19530222,804,61,110,6
19530223,802,61,110,6
19530224,805,61,110,6
19530225,804,61,110,6
19530226,803,61,109,6
19530227,806,61,110,6
19530228,805,61,110,6
19530301,806,61,110,6
19530302,803,61,111,6
19530303,806,61,111,6
19530304,807,61,111,6
19530305,807,61,111,6
19530306,807,61,111,6
19530307,808,61,111,6
19530308,808,61,111,6
