date,ntot,nNO,nSE,nFI
19630425,1337,199,332,132
19630426,1337,199,332,132
19630427,1337,199,332,132
19630428,1336,199,332,132
19630429,1336,199,332,132
19630430,1337,199,332,132
19630501,1339,201,332,132
19630502,1341,201,331,132
19630503,1341,201,331,132
19630504,1340,201,331,132
19630505,1341,201,331,132
19630506,1341,201,331,132
19630507,1341,201,331,132
19630508,1341,201,331,132
19630509,1341,201,331,132
19630510,1341,201,331,132
19630511,1341,201,331,132
19630512,1341,201,331,132
19630513,1341,201,331,132
19630514,1341,201,331,132
19630515,1341,201,331,132
19630516,1341,201,331,132
19630517,1341,201,331,132
19630518,1340,201,331,132
19630519,1341,201,331,132
19630520,1339,201,331,132
19630521,1341,201,331,132
19630522,1341,201,331,132
19630523,1341,201,331,132
19630524,1341,201,331,132
19630525,1340,201,331,132
19630526,1340,201,331,132
19630527,1340,201,331,132
19630528,1340,201,331,132
19630529,1340,201,331,132
19630530,1340,201,331,132
19630531,1340,201,331,132
19630601,1339,200,331,132
19630602,1341,200,332,132
19630603,1340,200,332,132
19630604,1340,200,332,132
19630605,1340,200,332,132
19630606,1340,200,332,132
19630607,1340,200,332,132
19630608,1340,200,332,132
19630609,1340,200,332,132
19630610,1340,200,332,132
19630611,1340,200,332,132
19630612,1341,200,332,132
19630613,1340,200,332,132
19630614,1341,200,332,132
19630615,1341,200,332,132
19630616,1341,200,332,132
19630617,1341,200,332,132
19630618,1341,200,332,132
19630619,1341,200,332,132
19630620,1341,200,332,132
19630621,1340,200,332,132
19630622,1341,200,332,132
19630623,1339,200,332,132
19630624,1340,200,331,132
19630625,1340,200,332,132
19630626,1341,200,332,132
19630627,1341,200,332,132
19630628,1341,200,332,132
19630629,1341,200,332,132
19630630,1341,200,332,132
19630701,1341,200,332,132
19630702,1335,200,330,132
19630703,1335,200,330,132
19630704,1335,200,330,132
19630705,1335,200,330,132
19630706,1335,200,329,132
19630707,1333,200,328,132
19630708,1332,200,327,132
19630709,1332,200,327,132
19630710,1332,200,328,132
19630711,1333,200,328,132
19630712,1333,200,328,132
19630713,1333,200,328,132
19630714,1330,200,326,132
19630715,1330,200,325,132
19630716,1331,200,326,132
19630717,1331,200,326,132
19630718,1332,200,326,132
19630719,1332,200,326,132
19630720,1331,200,325,132
19630721,1331,200,325,132
19630722,1330,200,325,132
19630723,1331,200,325,132
19630724,1330,200,324,132
19630725,1331,200,326,132
19630726,1331,200,326,132
19630727,1332,200,326,132
19630728,1332,200,326,132
19630729,1331,200,326,132
19630730,1332,200,326,132
19630731,1332,200,327,132
19630801,1336,203,327,132
19630802,1342,203,332,132
19630803,1342,203,332,132
19630804,1343,203,332,131
19630805,1342,203,332,132
19630806,1342,203,332,132
19630807,1344,203,332,132
19630808,1343,203,332,132
19630809,1343,203,332,132
19630810,1342,203,332,132
19630811,1343,203,332,132
19630812,1342,203,332,132
19630813,1343,203,332,132
19630814,1343,203,332,132
19630815,1344,203,333,132
19630816,1344,203,333,132
19630817,1344,203,333,132
19630818,1344,203,333,132
19630819,1345,203,333,132
19630820,1343,203,332,132
19630821,1343,203,332,132
19630822,1343,203,332,132
19630823,1342,203,332,132
19630824,1343,203,332,132
19630825,1343,203,332,132
19630826,1342,203,332,132
19630827,1344,203,333,132
19630828,1344,203,333,132
19630829,1344,203,333,132
19630830,1344,203,333,132
19630831,1344,203,333,132
19630901,1342,202,332,132
19630902,1342,202,331,132
19630903,1342,202,331,132
19630904,1342,202,332,132
19630905,1343,202,332,132
19630906,1343,202,332,132
19630907,1343,202,332,132
19630908,1343,202,332,132
19630909,1343,202,332,132
19630910,1343,202,332,132
19630911,1343,202,332,132
19630912,1343,202,332,132
19630913,1343,202,332,132
19630914,1343,202,332,132
19630915,1343,202,332,132
19630916,1343,202,332,132
19630917,1342,202,332,132
19630918,1342,202,332,132
19630919,1342,202,332,132
19630920,1343,202,332,132
19630921,1343,202,332,132
19630922,1342,202,332,132
19630923,1343,202,332,132
19630924,1342,202,332,132
19630925,1343,202,332,132
19630926,1343,202,332,132
19630927,1343,202,332,132
19630928,1343,202,332,132
19630929,1343,202,332,132
19630930,1343,202,332,132
19631001,1346,205,332,132
19631002,1348,205,331,132
19631003,1348,205,331,132
19631004,1348,205,331,132
19631005,1348,205,331,132
19631006,1347,205,331,132
19631007,1348,205,331,132
19631008,1348,205,331,132
19631009,1348,205,331,132
19631010,1348,205,331,132
19631011,1348,205,331,132
19631012,1348,205,331,132
19631013,1348,205,331,132
19631014,1348,205,331,132
19631015,1348,205,331,132
19631016,1348,205,331,132
19631017,1348,205,331,132
19631018,1348,205,331,132
19631019,1348,205,331,132
19631020,1348,205,331,132
19631021,1348,205,331,132
19631022,1348,205,331,132
19631023,1348,205,331,132
19631024,1348,205,331,132
19631025,1347,205,331,132
19631026,1346,205,331,131
19631027,1347,205,331,132
19631028,1347,205,331,132
19631029,1348,205,331,132
19631030,1348,205,331,132
19631031,1347,205,331,132
19631101,1352,209,331,132
19631102,1353,209,332,132
19631103,1352,209,332,132
19631104,1353,209,332,132
19631105,1353,209,332,132
19631106,1353,209,332,132
19631107,1353,209,332,132
19631108,1353,209,332,132
19631109,1353,209,332,132
19631110,1353,209,332,132
19631111,1352,209,332,131
19631112,1353,209,332,132
19631113,1352,209,332,131
19631114,1352,209,332,132
19631115,1352,209,332,132
19631116,1353,209,332,132
19631117,1352,209,331,132
19631118,1353,209,332,132
19631119,1353,209,332,132
19631120,1353,209,332,132
19631121,1353,209,332,132
19631122,1353,209,332,132
19631123,1352,209,332,131
19631124,1353,209,332,132
19631125,1352,209,332,132
19631126,1352,209,332,132
19631127,1353,209,332,132
19631128,1353,209,332,132
19631129,1353,209,332,132
19631130,1352,209,332,131
19631201,1356,212,332,132
19631202,1354,212,332,131
19631203,1356,212,333,132
19631204,1356,212,333,131
19631205,1356,212,333,132
19631206,1357,212,333,132
19631207,1357,212,333,132
19631208,1357,212,333,132
19631209,1355,212,333,131
19631210,1356,212,333,132
19631211,1356,212,333,132
19631212,1357,212,333,132
19631213,1356,212,333,132
19631214,1357,212,333,132
19631215,1357,212,333,132
19631216,1357,212,333,132
19631217,1355,212,333,131
19631218,1356,212,333,131
19631219,1356,212,333,132
19631220,1355,212,332,132
19631221,1357,212,333,132
19631222,1356,212,332,132
19631223,1355,212,332,132
19631224,1356,212,332,132
19631225,1356,212,332,132
19631226,1356,212,332,132
19631227,1355,212,332,132
19631228,1355,212,332,131
19631229,1356,212,332,132
19631230,1355,212,332,132
19631231,1354,212,332,131
19640101,1353,211,332,131
19640102,1361,211,331,136
19640103,1361,211,331,137
19640104,1362,211,331,137
19640105,1362,211,331,137
19640106,1358,211,331,137
19640107,1359,211,331,136
19640108,1362,211,331,137
19640109,1362,211,331,137
19640110,1362,211,331,137
19640111,1362,211,331,137
19640112,1360,211,331,137
19640113,1361,211,331,137
19640114,1361,211,331,136
19640115,1361,211,331,137
19640116,1360,211,331,137
19640117,1361,211,331,137
19640118,1362,211,331,137
19640119,1363,211,331,136
19640120,1362,211,331,137
19640121,1361,211,331,137
19640122,1359,211,331,136
19640123,1360,211,331,137
19640124,1361,211,331,137
19640125,1360,211,331,136
19640126,1359,211,331,136
19640127,1360,211,331,137
19640128,1360,211,331,137
19640129,1361,211,331,137
19640130,1361,211,331,137
19640131,1362,211,331,137
19640201,1361,213,331,136
19640202,1363,213,332,136
19640203,1365,213,332,136
19640204,1363,213,332,136
19640205,1365,213,332,136
19640206,1362,213,332,135
19640207,1363,213,332,136
19640208,1363,213,332,136
19640209,1363,213,332,136
19640210,1363,213,332,135
19640211,1363,213,332,136
19640212,1364,213,332,136
19640213,1364,213,332,136
19640214,1365,213,332,136
19640215,1363,213,332,135
19640216,1365,213,332,136
19640217,1363,213,332,136
19640218,1362,213,330,136
19640219,1360,213,329,136
19640220,1361,213,329,136
19640221,1361,213,329,136
19640222,1361,213,329,136
19640223,1361,213,330,136
19640224,1361,213,329,136
19640225,1363,213,330,136
19640226,1362,213,330,136
19640227,1361,213,330,136
19640228,1364,213,330,136
19640229,1363,213,330,136
19640301,1363,214,330,136
19640302,1363,214,328,138
19640303,1362,214,328,138
19640304,1363,214,328,138
19640305,1363,214,328,138
19640306,1362,214,328,138
19640307,1362,214,328,138
19640308,1362,214,328,138
19640309,1364,214,328,138
19640310,1364,214,328,138
19640311,1363,214,328,137
19640312,1362,214,328,138
19640313,1363,214,328,138
19640314,1364,214,328,138
19640315,1364,214,328,138
19640316,1365,214,328,138
19640317,1364,214,328,138
19640318,1364,214,328,138
19640319,1364,214,328,138
19640320,1363,214,328,138
19640321,1364,214,328,138
19640322,1363,214,328,138
19640323,1363,214,328,138
19640324,1363,214,328,138
19640325,1364,214,328,138
19640326,1362,214,327,138
19640327,1361,214,327,138
19640328,1363,214,327,138
19640329,1362,214,327,138
19640330,1364,214,327,138
19640331,1362,214,327,138
19640401,1361,211,328,138
19640402,1361,211,327,140
19640403,1359,211,327,140
19640404,1360,211,327,140
19640405,1360,211,327,140
19640406,1359,211,327,140
19640407,1361,211,327,140
19640408,1359,211,327,140
19640409,1359,211,327,140
19640410,1360,211,327,140
19640411,1360,211,327,140
19640412,1360,211,327,140
19640413,1360,211,327,140
19640414,1360,211,327,140
19640415,1360,211,327,140
19640416,1360,211,327,140
19640417,1362,211,329,140
19640418,1361,211,329,140
19640419,1360,211,329,140
19640420,1361,211,329,140
19640421,1362,211,329,140
19640422,1360,211,329,140
19640423,1357,211,329,140
19640424,1359,211,329,140
19640425,1361,211,329,140
19640426,1361,211,329,140
19640427,1362,211,329,140
19640428,1361,211,329,140
19640429,1361,211,329,140
19640430,1361,211,329,140
19640501,1359,210,328,140
19640502,1361,210,329,141
19640503,1361,210,329,141
19640504,1363,210,329,141
19640505,1362,210,329,141
19640506,1362,210,329,141
19640507,1362,210,329,141
19640508,1363,210,329,141
19640509,1362,210,329,141
19640510,1362,210,329,141
19640511,1362,210,329,141
19640512,1361,210,330,141
19640513,1363,210,330,141
19640514,1362,210,330,141
19640515,1360,210,330,141
19640516,1361,210,329,141
19640517,1361,210,329,141
19640518,1361,210,329,141
19640519,1362,211,329,141
19640520,1364,211,330,141
19640521,1363,211,330,140
19640522,1363,211,330,141
19640523,1364,211,330,141
19640524,1362,211,330,141
19640525,1362,211,330,141
19640526,1362,211,330,141
19640527,1363,211,330,141
19640528,1364,211,330,141
19640529,1363,211,330,140
19640530,1363,211,329,141
19640531,1363,211,329,141
19640601,1363,211,329,141
19640602,1359,211,325,141
19640603,1360,211,325,141
19640604,1358,210,325,141
19640605,1359,210,325,141
19640606,1358,210,325,141
19640607,1359,210,325,141
19640608,1356,210,325,141
19640609,1358,210,325,141
19640610,1358,210,325,141
19640611,1359,210,325,141
19640612,1358,210,325,141
19640613,1358,210,325,141
19640614,1357,210,325,141
19640615,1358,210,325,141
19640616,1359,210,327,141
19640617,1360,210,327,141
19640618,1361,210,327,141
19640619,1359,210,326,141
19640620,1359,210,326,141
19640621,1358,210,326,141
19640622,1359,210,326,141
19640623,1360,210,326,141
19640624,1360,210,326,141
19640625,1360,210,326,141
19640626,1360,210,326,141
19640627,1361,210,326,141
19640628,1360,210,326,141
19640629,1361,210,326,141
19640630,1359,210,326,141
19640701,1363,214,326,141
19640702,1361,214,325,139
19640703,1361,214,325,139
19640704,1359,214,325,139
19640705,1361,214,324,139
19640706,1360,214,324,139
19640707,1361,214,325,139
19640708,1360,214,325,139
19640709,1362,214,325,139
19640710,1359,214,324,139
19640711,1357,214,324,139
19640712,1358,214,323,139
19640713,1358,214,323,139
19640714,1358,214,322,139
19640715,1358,214,322,139
19640716,1357,214,322,139
19640717,1355,214,321,139
19640718,1356,214,320,139
19640719,1356,214,321,139
19640720,1356,214,321,139
19640721,1356,214,321,139
19640722,1355,214,322,139
19640723,1357,214,322,139
19640724,1357,214,322,139
19640725,1356,214,321,139
19640726,1356,214,321,139
19640727,1357,214,322,139
19640728,1357,214,322,139
19640729,1360,214,324,139
19640730,1358,214,324,139
19640731,1359,214,324,139
19640801,1359,213,324,139
19640802,1356,213,321,139
19640803,1356,213,321,139
19640804,1355,213,321,139
19640805,1356,213,321,139
19640806,1356,213,321,139
19640807,1354,213,321,139
19640808,1354,213,321,139
19640809,1354,213,321,139
19640810,1355,213,321,139
19640811,1353,213,321,138
19640812,1354,213,321,139
19640813,1357,213,322,139
19640814,1355,213,321,139
19640815,1356,213,321,139
19640816,1356,213,321,139
19640817,1356,213,321,139
19640818,1357,213,321,139
19640819,1358,213,322,139
19640820,1355,213,322,139
19640821,1356,213,322,139
19640822,1355,213,322,139
19640823,1355,213,321,139
19640824,1356,213,322,138
19640825,1357,213,322,139
19640826,1357,213,322,139
19640827,1358,213,322,139
19640828,1361,213,326,139
19640829,1360,213,326,139
19640830,1358,213,326,139
19640831,1358,213,325,139
19640901,1363,219,326,139
19640902,1370,219,325,142
19640903,1371,219,325,142
19640904,1370,219,324,142
19640905,1369,219,324,142
19640906,1368,219,324,142
19640907,1369,219,324,142
19640908,1371,219,325,142
19640909,1371,219,325,142
19640910,1368,219,325,142
19640911,1368,219,324,142
19640912,1369,219,324,142
19640913,1369,219,325,142
19640914,1367,219,324,142
19640915,1367,219,324,142
19640916,1369,219,324,142
19640917,1368,219,324,142
19640918,1370,219,325,142
19640919,1367,219,324,142
19640920,1366,219,324,141
19640921,1368,219,324,142
19640922,1370,219,325,142
19640923,1369,219,325,142
19640924,1369,219,325,142
19640925,1370,219,325,142
19640926,1368,219,324,142
19640927,1369,219,324,142
19640928,1369,219,324,142
19640929,1370,219,325,142
19640930,1370,219,325,142
19641001,1371,221,325,142
19641002,1374,221,327,142
19641003,1374,221,327,142
19641004,1372,221,327,142
19641005,1374,221,327,142
19641006,1374,221,327,142
19641007,1373,221,327,142
19641008,1374,221,327,142
19641009,1374,221,327,142
19641010,1375,221,327,142
19641011,1372,221,327,142
19641012,1374,221,327,142
19641013,1374,221,327,142
19641014,1374,221,327,142
19641015,1373,221,327,142
19641016,1374,221,327,142
19641017,1375,221,327,142
19641018,1374,221,327,142
19641019,1374,221,327,142
19641020,1373,221,327,142
19641021,1373,221,327,142
19641022,1372,221,327,142
19641023,1373,221,327,142
19641024,1373,221,327,142
19641025,1375,221,327,142
19641026,1372,221,327,141
19641027,1373,221,326,142
19641028,1372,221,326,142
19641029,1373,221,326,142
19641030,1374,221,326,142
19641031,1373,221,326,142
19641101,1377,224,326,142
19641102,1374,224,326,142
19641103,1373,224,326,142
19641104,1374,224,326,142
19641105,1374,224,326,142
19641106,1374,224,326,141
19641107,1373,224,326,142
19641108,1375,224,326,142
19641109,1373,224,326,142
19641110,1374,224,326,142
19641111,1376,224,326,142
19641112,1374,224,326,142
19641113,1375,224,326,142
19641114,1375,224,326,142
19641115,1374,224,326,142
19641116,1374,224,326,142
19641117,1373,224,326,142
19641118,1374,224,326,142
19641119,1375,224,327,142
19641120,1374,224,327,141
19641121,1375,224,327,141
19641122,1374,224,327,142
19641123,1374,224,327,142
19641124,1376,224,327,142
19641125,1377,224,327,142
19641126,1376,224,327,142
19641127,1372,224,327,141
19641128,1372,224,327,142
19641129,1373,224,327,142
19641130,1375,224,327,141
19641201,1373,223,327,142
19641202,1370,223,326,139
19641203,1369,223,326,139
19641204,1368,223,326,138
19641205,1371,223,326,139
19641206,1371,223,325,139
19641207,1367,223,326,139
19641208,1372,223,326,139
19641209,1371,223,326,139
19641210,1371,223,326,139
19641211,1370,223,326,138
19641212,1370,223,326,139
19641213,1370,223,326,139
19641214,1370,223,326,139
19641215,1370,223,326,139
19641216,1369,223,326,138
19641217,1370,223,325,139
19641218,1369,223,325,139
19641219,1368,223,325,139
19641220,1368,223,325,138
19641221,1366,223,324,139
19641222,1368,223,323,139
19641223,1369,223,324,139
19641224,1369,223,324,139
19641225,1366,223,322,138
19641226,1365,223,322,139
19641227,1366,223,322,139
19641228,1366,223,322,139
19641229,1367,223,322,139
19641230,1367,223,322,139
19641231,1366,223,321,139
19650101,1363,221,322,139
19650102,1427,221,385,139
19650103,1424,221,385,138
19650104,1430,221,385,139
19650105,1430,221,385,138
19650106,1430,221,385,138
19650107,1430,221,385,139
19650108,1430,221,385,139
19650109,1430,221,385,139
19650110,1425,221,385,139
19650111,1430,221,385,139
19650112,1431,221,385,139
19650113,1431,221,385,139
19650114,1432,221,385,139
19650115,1426,221,385,139
19650116,1432,221,385,139
19650117,1430,221,385,139
19650118,1430,221,385,139
19650119,1430,221,385,139
19650120,1429,221,385,138
19650121,1430,221,385,139
19650122,1429,221,385,139
19650123,1430,221,385,139
19650124,1429,221,385,139
19650125,1431,221,385,139
19650126,1429,221,385,138
19650127,1430,221,385,139
19650128,1429,221,385,138
19650129,1431,221,385,139
19650130,1426,221,385,138
19650131,1429,221,385,139
19650201,1432,222,385,139
19650202,1430,222,384,139
19650203,1431,222,384,138
19650204,1431,222,384,139
19650205,1431,222,384,139
19650206,1432,222,384,139
19650207,1432,222,384,139
19650208,1431,222,384,138
19650209,1431,222,384,139
19650210,1431,222,384,138
19650211,1432,222,384,139
19650212,1433,222,384,139
19650213,1432,222,384,139
19650214,1433,222,384,139
19650215,1431,222,384,139
19650216,1432,222,384,139
19650217,1431,222,384,139
19650218,1432,222,384,139
19650219,1430,222,384,139
19650220,1433,222,384,139
19650221,1432,222,384,139
19650222,1429,222,384,139
19650223,1432,222,384,139
19650224,1432,222,384,139
19650225,1431,222,384,139
19650226,1434,222,384,139
19650227,1432,222,384,139
19650228,1432,222,384,139
19650301,1432,224,384,139
19650302,1430,224,384,138
19650303,1435,224,384,138
19650304,1432,224,383,137
19650305,1431,224,383,138
19650306,1428,224,383,138
19650307,1432,224,383,138
19650308,1432,224,383,138
19650309,1435,224,384,138
19650310,1434,224,384,138
19650311,1433,224,384,138
19650312,1430,224,384,138
19650313,1432,224,384,138
19650314,1430,224,384,138
19650315,1435,224,384,138
19650316,1434,224,384,138
19650317,1433,224,384,137
19650318,1432,224,384,138
19650319,1435,224,384,138
19650320,1433,224,384,138
19650321,1434,224,384,138
19650322,1434,224,384,138
19650323,1433,224,384,138
19650324,1433,224,384,138
19650325,1432,224,384,138
19650326,1433,224,384,138
19650327,1432,224,384,138
19650328,1434,224,384,138
19650329,1435,224,384,138
19650330,1434,224,384,138
19650331,1433,224,384,138
19650401,1432,224,384,138
19650402,1431,224,381,139
19650403,1431,224,381,139
19650404,1434,224,381,139
19650405,1433,224,381,139
19650406,1433,224,381,139
19650407,1432,224,381,138
19650408,1433,224,381,139
19650409,1432,224,381,139
19650410,1433,224,381,139
19650411,1434,224,381,139
19650412,1432,224,381,139
19650413,1434,224,381,139
19650414,1432,224,381,139
19650415,1431,224,381,139
19650416,1433,224,381,139
19650417,1434,224,381,139
19650418,1434,224,381,139
19650419,1431,224,381,139
19650420,1434,224,381,139
19650421,1432,224,381,139
19650422,1433,224,381,139
19650423,1433,224,381,139
19650424,1432,224,381,139
19650425,1433,224,381,139
19650426,1431,224,381,139
19650427,1432,224,381,139
19650428,1433,224,381,139
19650429,1433,224,381,139
19650430,1433,224,381,139
19650501,1433,224,381,139
19650502,1438,224,388,139
19650503,1437,224,388,139
19650504,1440,224,388,139
19650505,1439,224,388,139
19650506,1440,224,388,139
19650507,1440,224,388,139
19650508,1440,224,388,139
19650509,1440,224,388,139
19650510,1440,224,388,139
19650511,1439,224,388,139
19650512,1437,223,388,139
19650513,1438,223,388,139
19650514,1439,223,388,139
19650515,1437,223,388,139
19650516,1438,223,388,139
19650517,1436,223,388,139
19650518,1438,223,387,139
19650519,1438,223,388,139
19650520,1438,223,388,139
19650521,1437,223,388,139
19650522,1438,223,388,139
19650523,1437,223,388,139
19650524,1438,223,388,139
19650525,1436,223,388,139
19650526,1438,223,388,138
19650527,1439,223,388,139
19650528,1439,223,388,139
19650529,1438,223,388,139
19650530,1438,223,388,139
19650531,1439,223,388,139
19650601,1436,221,388,139
19650602,1430,221,385,138
19650603,1433,221,385,138
19650604,1431,220,385,138
19650605,1431,220,385,138
19650606,1433,220,385,138
19650607,1433,220,385,138
19650608,1433,220,385,138
19650609,1432,220,385,138
19650610,1433,220,385,138
19650611,1433,220,385,138
19650612,1433,220,385,138
19650613,1433,220,385,138
19650614,1432,220,385,138
19650615,1433,220,385,138
19650616,1433,220,385,138
19650617,1432,220,385,138
19650618,1430,220,385,138
19650619,1432,220,385,138
19650620,1432,220,385,138
19650621,1430,220,385,137
19650622,1432,220,385,138
19650623,1433,220,385,138
19650624,1432,220,385,138
19650625,1432,220,385,138
19650626,1433,220,385,138
19650627,1432,220,385,138
19650628,1433,220,385,138
19650629,1432,220,385,138
19650630,1430,220,385,138
19650701,1433,220,385,138
19650702,1420,220,374,138
19650703,1421,220,374,138
19650704,1421,220,374,138
19650705,1422,220,374,138
19650706,1421,220,374,137
19650707,1420,220,374,138
19650708,1420,220,374,138
19650709,1420,220,374,138
19650710,1421,220,374,138
19650711,1421,220,374,138
19650712,1421,220,374,138
19650713,1421,220,374,138
19650714,1420,220,374,138
19650715,1421,220,374,138
19650716,1422,220,374,138
19650717,1421,220,374,138
19650718,1421,220,374,138
19650719,1419,220,374,138
19650720,1420,220,374,138
19650721,1421,220,374,138
19650722,1422,220,374,138
19650723,1422,220,374,138
19650724,1420,220,374,138
19650725,1420,220,374,138
19650726,1422,221,374,138
19650727,1422,221,374,138
19650728,1422,221,374,138
19650729,1423,221,374,138
19650730,1423,221,374,138
19650731,1423,221,374,138
19650801,1427,226,374,138
19650802,1436,226,383,139
19650803,1435,226,383,139
19650804,1436,226,383,139
19650805,1436,226,383,139
19650806,1435,226,383,139
19650807,1434,226,383,139
19650808,1434,226,383,139
19650809,1436,226,383,139
19650810,1435,226,383,139
19650811,1432,226,383,139
19650812,1435,226,383,139
19650813,1436,226,383,139
19650814,1436,226,383,139
19650815,1433,226,383,139
19650816,1436,226,383,139
19650817,1436,226,383,139
19650818,1432,226,383,139
19650819,1434,226,383,139
19650820,1433,226,383,139
19650821,1437,226,383,139
19650822,1436,226,383,139
19650823,1436,226,383,139
19650824,1432,226,383,139
19650825,1437,226,383,139
19650826,1437,226,383,139
19650827,1433,226,383,139
19650828,1437,226,383,139
19650829,1435,226,383,139
19650830,1431,226,383,139
19650831,1436,226,383,139
19650901,1435,227,383,139
19650902,1441,227,389,137
19650903,1441,227,389,137
19650904,1441,227,389,137
19650905,1441,227,389,137
19650906,1440,227,389,137
19650907,1441,227,389,137
19650908,1440,227,389,137
19650909,1439,227,389,137
19650910,1440,227,389,137
19650911,1441,227,389,137
19650912,1439,227,389,136
19650913,1441,227,389,137
19650914,1438,227,389,137
19650915,1441,227,389,137
19650916,1440,227,389,137
19650917,1440,227,389,137
19650918,1441,227,389,137
19650919,1437,227,389,136
19650920,1440,227,389,137
19650921,1439,227,389,137
19650922,1438,226,389,137
19650923,1440,226,389,137
19650924,1439,226,389,137
19650925,1439,226,389,137
19650926,1440,226,389,137
19650927,1440,226,389,137
19650928,1441,226,389,137
19650929,1440,226,389,137
19650930,1439,226,389,137
19651001,1437,224,389,136
19651002,1440,224,390,139
19651003,1438,224,390,139
19651004,1441,224,390,139
19651005,1441,224,390,139
19651006,1439,224,390,139
19651007,1441,224,390,139
19651008,1438,224,390,139
19651009,1438,224,390,138
19651010,1439,224,390,139
19651011,1439,224,390,139
19651012,1441,224,390,139
19651013,1442,224,390,139
19651014,1441,224,390,139
19651015,1440,224,390,139
19651016,1442,224,390,139
19651017,1440,224,390,138
19651018,1441,224,390,139
19651019,1438,224,390,139
19651020,1440,224,390,139
19651021,1440,224,390,139
19651022,1439,224,390,139
19651023,1442,224,390,139
19651024,1439,224,390,139
19651025,1438,224,390,139
19651026,1440,224,390,139
19651027,1441,224,390,139
19651028,1440,224,390,139
19651029,1442,224,390,139
19651030,1439,224,390,138
19651031,1442,224,390,139
19651101,1443,226,390,139
19651102,1435,226,386,138
19651103,1436,226,386,138
19651104,1436,226,386,138
19651105,1440,226,386,138
19651106,1438,226,386,138
19651107,1438,226,386,138
19651108,1437,226,386,138
19651109,1438,226,386,138
19651110,1440,226,386,138
19651111,1434,226,386,138
19651112,1433,226,386,137
19651113,1436,226,386,138
19651114,1437,226,386,138
19651115,1439,226,386,138
19651116,1440,226,386,138
19651117,1439,226,386,138
19651118,1440,226,386,138
19651119,1438,226,386,138
19651120,1437,226,386,138
19651121,1436,226,386,138
19651122,1438,226,386,138
19651123,1438,226,386,138
19651124,1438,226,386,138
19651125,1438,226,386,138
19651126,1438,226,386,138
19651127,1438,226,386,138
19651128,1440,226,386,138
19651129,1439,226,386,138
19651130,1438,226,386,138
19651201,1440,227,386,138
19651202,1443,227,390,139
19651203,1443,227,390,139
19651204,1442,227,390,138
19651205,1440,227,390,139
19651206,1441,227,390,139
19651207,1440,227,390,139
19651208,1438,227,390,139
19651209,1444,227,390,139
19651210,1440,227,390,138
19651211,1440,227,390,139
19651212,1441,227,390,139
19651213,1442,227,390,139
19651214,1439,227,390,139
19651215,1440,227,390,139
19651216,1443,227,390,139
19651217,1443,227,390,139
19651218,1442,227,390,139
19651219,1443,227,390,139
19651220,1442,227,390,139
19651221,1438,227,390,139
19651222,1444,227,390,139
19651223,1443,227,390,139
19651224,1441,227,390,139
19651225,1440,227,390,139
19651226,1440,227,390,139
19651227,1440,227,390,139
19651228,1439,227,390,139
19651229,1442,227,390,139
19651230,1438,227,390,139
19651231,1440,227,390,138
19660101,1442,228,390,139
19660102,1435,228,385,140
19660103,1437,228,385,140
19660104,1431,228,385,139
19660105,1435,228,385,140
19660106,1438,228,385,140
19660107,1440,228,385,140
19660108,1437,228,385,140
19660109,1433,228,385,140
19660110,1435,228,385,140
19660111,1437,228,385,140
19660112,1439,228,385,140
19660113,1435,228,385,139
19660114,1433,228,385,139
19660115,1439,228,385,140
19660116,1437,228,385,140
19660117,1440,228,385,140
19660118,1440,228,385,140
19660119,1437,228,385,139
19660120,1439,228,385,140
19660121,1439,228,385,140
19660122,1436,228,385,140
19660123,1437,228,385,140
19660124,1434,228,385,140
19660125,1434,228,385,140
19660126,1435,228,385,139
19660127,1434,228,385,139
19660128,1439,228,385,140
19660129,1436,228,385,140
19660130,1438,228,385,140
19660131,1438,228,385,140
19660201,1431,226,385,139
19660202,1434,226,383,140
19660203,1434,226,383,140
19660204,1436,226,383,140
19660205,1437,226,383,140
19660206,1436,226,383,140
19660207,1431,226,383,139
19660208,1432,226,383,140
19660209,1436,226,383,140
19660210,1438,226,383,140
19660211,1434,226,383,139
19660212,1435,226,383,140
19660213,1437,226,383,140
19660214,1435,226,383,140
19660215,1435,226,383,140
19660216,1433,226,383,140
19660217,1433,226,383,140
19660218,1430,226,383,140
19660219,1435,226,383,140
19660220,1435,226,383,140
19660221,1438,226,383,140
19660222,1433,226,383,140
19660223,1437,226,383,140
19660224,1435,226,383,140
19660225,1435,226,383,139
19660226,1434,226,383,140
19660227,1436,226,383,140
19660228,1434,226,383,140
19660301,1436,225,383,140
19660302,1441,225,384,140
19660303,1437,225,384,140
19660304,1438,225,384,140
19660305,1440,225,384,140
19660306,1439,225,384,140
19660307,1440,225,384,140
19660308,1440,225,384,140
19660309,1442,225,384,140
19660310,1439,225,384,140
19660311,1442,225,384,140
19660312,1441,225,384,140
19660313,1440,225,384,140
19660314,1441,225,384,140
19660315,1438,225,384,140
19660316,1440,225,384,140
19660317,1442,225,384,140
19660318,1440,225,384,140
19660319,1440,225,384,140
19660320,1441,225,384,140
19660321,1441,225,384,140
19660322,1439,225,384,138
19660323,1439,225,384,140
19660324,1441,225,384,140
19660325,1440,225,384,140
19660326,1441,225,384,140
19660327,1441,225,384,140
19660328,1439,225,384,140
19660329,1441,225,384,140
19660330,1440,225,384,140
19660331,1442,225,384,140
19660401,1440,226,384,140
19660402,1441,226,385,140
19660403,1441,226,385,140
